"","SITE","YEAR","SIDE","ZONE","TRANSECT","Sum","CLASSCODE","COUNT","percent_cover"
"788","Tatoosh Island",2016,"1",10,1,30,"10cm-1m",29,0.966666666666667
"789","Tatoosh Island",2016,"1",10,2,30,"10cm-1m",18,0.6
"790","Tatoosh Island",2017,"1",5,1,30,"10cm-1m",6,0.2
"791","Tatoosh Island",2017,"1",5,2,30,"10cm-1m",24,0.8
"792","Tatoosh Island",2017,"1",5,3,30,"10cm-1m",9,0.3
"793","Tatoosh Island",2017,"1",10,1,30,"10cm-1m",13,0.433333333333333
"794","Tatoosh Island",2017,"1",10,2,30,"10cm-1m",22,0.733333333333333
"795","Tatoosh Island",2017,"1",10,3,30,"10cm-1m",22,0.733333333333333
"796","Tatoosh Island",2017,"1",10,4,30,"10cm-1m",9,0.3
"797","Tatoosh Island",2017,"2",5,1,30,"10cm-1m",0,0
"798","Tatoosh Island",2017,"2",5,2,30,"10cm-1m",7,0.233333333333333
"799","Tatoosh Island",2017,"2",5,3,30,"10cm-1m",4,0.133333333333333
"800","Tatoosh Island",2017,"2",10,1,30,"10cm-1m",1,0.0333333333333333
"801","Tatoosh Island",2017,"2",10,2,30,"10cm-1m",3,0.1
"802","Tatoosh Island",2017,"2",10,3,30,"10cm-1m",13,0.433333333333333
"803","Tatoosh Island",2018,"N",5,1,30,"10cm-1m",27,0.9
"804","Tatoosh Island",2018,"N",5,2,30,"10cm-1m",21,0.7
"805","Tatoosh Island",2018,"N",5,3,30,"10cm-1m",29,0.966666666666667
"806","Tatoosh Island",2018,"N",5,4,30,"10cm-1m",26,0.866666666666667
"807","Tatoosh Island",2018,"N",10,1,30,"10cm-1m",20,0.666666666666667
"808","Tatoosh Island",2018,"N",10,2,30,"10cm-1m",25,0.833333333333333
"809","Tatoosh Island",2018,"N",10,3,30,"10cm-1m",29,0.966666666666667
"810","Tatoosh Island",2018,"N",10,4,30,"10cm-1m",25,0.833333333333333
"811","Tatoosh Island",2018,"S",5,1,30,"10cm-1m",10,0.333333333333333
"812","Tatoosh Island",2018,"S",5,2,30,"10cm-1m",16,0.533333333333333
"813","Tatoosh Island",2018,"S",5,3,30,"10cm-1m",17,0.566666666666667
"814","Tatoosh Island",2018,"S",5,4,30,"10cm-1m",14,0.466666666666667
"815","Tatoosh Island",2018,"S",10,1,30,"10cm-1m",15,0.5
"816","Tatoosh Island",2018,"S",10,2,30,"10cm-1m",16,0.533333333333333
"817","Tatoosh Island",2018,"S",10,3,30,"10cm-1m",17,0.566666666666667
"818","Tatoosh Island",2019,"N",5,1,30,"10cm-1m",13,0.433333333333333
"819","Tatoosh Island",2019,"N",5,2,30,"10cm-1m",2,0.0666666666666667
"820","Tatoosh Island",2019,"N",5,3,30,"10cm-1m",6,0.2
"821","Tatoosh Island",2019,"N",5,4,30,"10cm-1m",9,0.3
"822","Tatoosh Island",2019,"N",10,1,30,"10cm-1m",17,0.566666666666667
"823","Tatoosh Island",2019,"N",10,2,30,"10cm-1m",4,0.133333333333333
"824","Tatoosh Island",2019,"N",10,3,30,"10cm-1m",1,0.0333333333333333
"825","Tatoosh Island",2019,"S",5,1,30,"10cm-1m",0,0
"826","Tatoosh Island",2019,"S",5,2,30,"10cm-1m",4,0.133333333333333
"827","Tatoosh Island",2019,"S",5,3,30,"10cm-1m",15,0.5
"828","Tatoosh Island",2019,"S",5,4,30,"10cm-1m",21,0.7
"829","Tatoosh Island",2019,"S",10,1,30,"10cm-1m",17,0.566666666666667
"830","Tatoosh Island",2019,"S",10,2,30,"10cm-1m",6,0.2
"831","Tatoosh Island",2019,"S",10,3,30,"10cm-1m",6,0.2
"832","Cape Alava",2016,"1",5,1,30,"1m-2m",0,0
"833","Cape Alava",2016,"1",5,2,30,"1m-2m",0,0
"834","Cape Alava",2016,"1",5,3,30,"1m-2m",6,0.2
"835","Cape Alava",2016,"1",5,4,30,"1m-2m",0,0
"836","Cape Alava",2016,"1",5,5,30,"1m-2m",0,0
"837","Cape Alava",2016,"1",5,6,30,"1m-2m",0,0
"838","Cape Alava",2016,"1",10,1,30,"1m-2m",1,0.0333333333333333
"839","Cape Alava",2016,"1",10,2,30,"1m-2m",0,0
"840","Cape Alava",2016,"1",10,3,30,"1m-2m",3,0.1
"841","Cape Alava",2016,"1",10,4,30,"1m-2m",6,0.2
"842","Cape Alava",2016,"1",10,5,30,"1m-2m",2,0.0666666666666667
"843","Cape Alava",2016,"1",10,6,30,"1m-2m",2,0.0666666666666667
"844","Cape Alava",2017,"1",5,1,30,"1m-2m",4,0.133333333333333
"845","Cape Alava",2017,"1",5,2,30,"1m-2m",2,0.0666666666666667
"846","Cape Alava",2017,"1",5,3,30,"1m-2m",3,0.1
"847","Cape Alava",2017,"1",5,4,30,"1m-2m",8,0.266666666666667
"848","Cape Alava",2017,"1",10,1,30,"1m-2m",0,0
"849","Cape Alava",2017,"1",10,2,30,"1m-2m",1,0.0333333333333333
"850","Cape Alava",2017,"1",10,3,30,"1m-2m",0,0
"851","Cape Alava",2017,"1",10,4,30,"1m-2m",20,0.666666666666667
"852","Cape Alava",2017,"1",10,5,30,"1m-2m",14,0.466666666666667
"853","Cape Alava",2017,"1",10,6,30,"1m-2m",24,0.8
"854","Cape Alava",2017,"2",5,1,30,"1m-2m",3,0.1
"855","Cape Alava",2017,"2",5,2,30,"1m-2m",2,0.0666666666666667
"856","Cape Alava",2017,"2",5,3,30,"1m-2m",1,0.0333333333333333
"857","Cape Alava",2017,"2",5,4,30,"1m-2m",0,0
"858","Cape Alava",2017,"2",10,1,30,"1m-2m",20,0.666666666666667
"859","Cape Alava",2017,"2",10,2,30,"1m-2m",15,0.5
"860","Cape Alava",2017,"2",10,3,30,"1m-2m",24,0.8
"861","Cape Alava",2017,"2",10,4,30,"1m-2m",30,1
"862","Cape Alava",2017,"2",10,5,30,"1m-2m",23,0.766666666666667
"863","Cape Alava",2017,"2",10,6,30,"1m-2m",9,0.3
"864","Cape Alava",2018,"E",5,1,30,"1m-2m",5,0.166666666666667
"865","Cape Alava",2018,"E",5,2,30,"1m-2m",4,0.133333333333333
"866","Cape Alava",2018,"E",5,3,30,"1m-2m",11,0.366666666666667
"867","Cape Alava",2018,"E",5,4,30,"1m-2m",8,0.266666666666667
"868","Cape Alava",2018,"E",10,1,30,"1m-2m",0,0
"869","Cape Alava",2018,"E",10,2,30,"1m-2m",15,0.5
"870","Cape Alava",2018,"E",10,3,30,"1m-2m",12,0.4
"871","Cape Alava",2018,"E",10,4,30,"1m-2m",17,0.566666666666667
"872","Cape Alava",2018,"W",5,1,30,"1m-2m",12,0.4
"873","Cape Alava",2018,"W",5,2,30,"1m-2m",10,0.333333333333333
"874","Cape Alava",2018,"W",5,3,30,"1m-2m",6,0.2
"875","Cape Alava",2018,"W",5,4,30,"1m-2m",8,0.266666666666667
"876","Cape Alava",2018,"W",10,1,30,"1m-2m",0,0
"877","Cape Alava",2018,"W",10,2,30,"1m-2m",5,0.166666666666667
"878","Cape Alava",2018,"W",10,3,30,"1m-2m",9,0.3
"879","Cape Alava",2018,"W",10,4,30,"1m-2m",13,0.433333333333333
"880","Cape Alava",2019,"E",5,1,30,"1m-2m",3,0.1
"881","Cape Alava",2019,"E",5,2,30,"1m-2m",0,0
"882","Cape Alava",2019,"E",5,3,30,"1m-2m",4,0.133333333333333
"883","Cape Alava",2019,"E",5,4,30,"1m-2m",1,0.0333333333333333
"884","Cape Alava",2019,"E",10,1,30,"1m-2m",1,0.0333333333333333
"885","Cape Alava",2019,"E",10,2,30,"1m-2m",2,0.0666666666666667
"886","Cape Alava",2019,"E",10,3,30,"1m-2m",0,0
"887","Cape Alava",2019,"E",10,4,30,"1m-2m",3,0.1
"888","Cape Alava",2019,"W",5,1,30,"1m-2m",5,0.166666666666667
"889","Cape Alava",2019,"W",5,2,30,"1m-2m",19,0.633333333333333
"890","Cape Alava",2019,"W",5,3,30,"1m-2m",15,0.5
"891","Cape Alava",2019,"W",5,4,30,"1m-2m",21,0.7
"892","Cape Alava",2019,"W",10,1,30,"1m-2m",6,0.2
"893","Cape Alava",2019,"W",10,2,20,"1m-2m",4,0.2
"894","Cape Alava",2019,"W",10,3,30,"1m-2m",1,0.0333333333333333
"895","Cape Alava",2019,"W",10,4,30,"1m-2m",1,0.0333333333333333
"896","Cape Johnson",2016,"1",5,1,30,"1m-2m",0,0
"897","Cape Johnson",2016,"1",5,2,30,"1m-2m",0,0
"898","Cape Johnson",2016,"1",5,3,30,"1m-2m",0,0
"899","Cape Johnson",2016,"1",5,4,30,"1m-2m",0,0
"900","Cape Johnson",2016,"1",5,5,30,"1m-2m",0,0
"901","Cape Johnson",2016,"1",5,6,30,"1m-2m",0,0
"902","Cape Johnson",2016,"1",10,1,30,"1m-2m",0,0
"903","Cape Johnson",2016,"1",10,2,30,"1m-2m",5,0.166666666666667
"904","Cape Johnson",2016,"1",10,3,30,"1m-2m",5,0.166666666666667
"905","Cape Johnson",2016,"1",10,4,30,"1m-2m",3,0.1
"906","Cape Johnson",2016,"1",10,5,30,"1m-2m",7,0.233333333333333
"907","Cape Johnson",2016,"1",10,6,30,"1m-2m",0,0
"908","Cape Johnson",2017,"1",5,1,30,"1m-2m",0,0
"909","Cape Johnson",2017,"1",5,2,30,"1m-2m",0,0
"910","Cape Johnson",2017,"1",5,3,30,"1m-2m",0,0
"911","Cape Johnson",2017,"1",10,1,30,"1m-2m",0,0
"912","Cape Johnson",2017,"1",10,2,30,"1m-2m",0,0
"913","Cape Johnson",2017,"1",10,3,30,"1m-2m",0,0
"914","Cape Johnson",2017,"1",10,4,30,"1m-2m",0,0
"915","Cape Johnson",2017,"2",5,1,30,"1m-2m",0,0
"916","Cape Johnson",2017,"2",5,2,30,"1m-2m",0,0
"917","Cape Johnson",2017,"2",5,3,30,"1m-2m",0,0
"918","Cape Johnson",2017,"2",5,4,30,"1m-2m",0,0
"919","Cape Johnson",2017,"2",5,5,30,"1m-2m",0,0
"920","Cape Johnson",2017,"2",10,1,30,"1m-2m",0,0
"921","Cape Johnson",2017,"2",10,2,30,"1m-2m",0,0
"922","Cape Johnson",2017,"2",10,3,30,"1m-2m",0,0
"923","Cape Johnson",2017,"2",10,4,30,"1m-2m",0,0
"924","Cape Johnson",2018,"N",5,1,30,"1m-2m",3,0.1
"925","Cape Johnson",2018,"N",5,2,30,"1m-2m",3,0.1
"926","Cape Johnson",2018,"N",5,3,30,"1m-2m",0,0
"927","Cape Johnson",2018,"N",5,4,30,"1m-2m",4,0.133333333333333
"928","Cape Johnson",2018,"N",10,1,30,"1m-2m",2,0.0666666666666667
"929","Cape Johnson",2018,"N",10,2,30,"1m-2m",0,0
"930","Cape Johnson",2018,"N",10,3,30,"1m-2m",1,0.0333333333333333
"931","Cape Johnson",2018,"S",5,1,30,"1m-2m",0,0
"932","Cape Johnson",2018,"S",5,2,30,"1m-2m",2,0.0666666666666667
"933","Cape Johnson",2018,"S",5,3,30,"1m-2m",1,0.0333333333333333
"934","Cape Johnson",2018,"S",5,4,30,"1m-2m",0,0
"935","Cape Johnson",2018,"S",10,1,30,"1m-2m",0,0
"936","Cape Johnson",2018,"S",10,2,30,"1m-2m",0,0
"937","Cape Johnson",2018,"S",10,3,30,"1m-2m",0,0
"938","Cape Johnson",2018,"S",10,4,30,"1m-2m",0,0
"939","Cape Johnson",2019,"N",5,1,30,"1m-2m",3,0.1
"940","Cape Johnson",2019,"N",5,2,30,"1m-2m",4,0.133333333333333
"941","Cape Johnson",2019,"N",5,3,30,"1m-2m",1,0.0333333333333333
"942","Cape Johnson",2019,"N",5,4,30,"1m-2m",0,0
"943","Cape Johnson",2019,"N",10,1,30,"1m-2m",0,0
"944","Cape Johnson",2019,"N",10,2,30,"1m-2m",0,0
"945","Cape Johnson",2019,"N",10,3,30,"1m-2m",0,0
"946","Cape Johnson",2019,"S",5,1,30,"1m-2m",1,0.0333333333333333
"947","Cape Johnson",2019,"S",5,2,30,"1m-2m",2,0.0666666666666667
"948","Cape Johnson",2019,"S",5,3,30,"1m-2m",0,0
"949","Cape Johnson",2019,"S",5,4,30,"1m-2m",1,0.0333333333333333
"950","Cape Johnson",2019,"S",10,1,30,"1m-2m",0,0
"951","Cape Johnson",2019,"S",10,2,30,"1m-2m",0,0
"952","Cape Johnson",2019,"S",10,3,30,"1m-2m",0,0
"953","Cape Johnson",2019,"S",10,4,30,"1m-2m",0,0
"954","Destruction Island",2016,"1",5,1,30,"1m-2m",0,0
"955","Destruction Island",2016,"1",10,1,30,"1m-2m",0,0
"956","Destruction Island",2016,"1",10,2,30,"1m-2m",11,0.366666666666667
"957","Destruction Island",2016,"1",10,3,30,"1m-2m",2,0.0666666666666667
"958","Destruction Island",2016,"2",5,1,40,"1m-2m",0,0
"959","Destruction Island",2016,"2",5,2,30,"1m-2m",3,0.1
"960","Destruction Island",2016,"2",5,3,30,"1m-2m",2,0.0666666666666667
"961","Destruction Island",2016,"2",10,1,30,"1m-2m",4,0.133333333333333
"962","Destruction Island",2016,"2",10,2,30,"1m-2m",3,0.1
"963","Destruction Island",2016,"2",10,3,30,"1m-2m",2,0.0666666666666667
"964","Destruction Island",2017,"1",5,1,30,"1m-2m",4,0.133333333333333
"965","Destruction Island",2017,"1",5,2,30,"1m-2m",5,0.166666666666667
"966","Destruction Island",2017,"1",5,3,30,"1m-2m",3,0.1
"967","Destruction Island",2017,"1",5,4,30,"1m-2m",8,0.266666666666667
"968","Destruction Island",2017,"2",5,1,30,"1m-2m",9,0.3
"969","Destruction Island",2017,"2",5,2,30,"1m-2m",10,0.333333333333333
"970","Destruction Island",2017,"2",5,3,30,"1m-2m",18,0.6
"971","Destruction Island",2017,"2",5,4,30,"1m-2m",12,0.4
"972","Destruction Island",2018,"N",5,1,30,"1m-2m",14,0.466666666666667
"973","Destruction Island",2018,"N",5,2,30,"1m-2m",7,0.233333333333333
"974","Destruction Island",2018,"N",5,3,30,"1m-2m",4,0.133333333333333
"975","Destruction Island",2018,"N",5,4,30,"1m-2m",4,0.133333333333333
"976","Destruction Island",2018,"N",10,1,30,"1m-2m",14,0.466666666666667
"977","Destruction Island",2018,"N",10,2,30,"1m-2m",12,0.4
"978","Destruction Island",2018,"N",10,3,30,"1m-2m",5,0.166666666666667
"979","Destruction Island",2018,"S",5,1,30,"1m-2m",0,0
"980","Destruction Island",2018,"S",5,2,30,"1m-2m",2,0.0666666666666667
"981","Destruction Island",2018,"S",5,3,30,"1m-2m",0,0
"982","Destruction Island",2018,"S",5,4,30,"1m-2m",2,0.0666666666666667
"983","Destruction Island",2018,"S",10,1,30,"1m-2m",6,0.2
"984","Destruction Island",2018,"S",10,2,30,"1m-2m",1,0.0333333333333333
"985","Destruction Island",2018,"S",10,3,30,"1m-2m",5,0.166666666666667
"986","Destruction Island",2018,"S",10,4,30,"1m-2m",1,0.0333333333333333
"987","Destruction Island",2019,"N",5,1,30,"1m-2m",12,0.4
"988","Destruction Island",2019,"N",5,2,30,"1m-2m",13,0.433333333333333
"989","Destruction Island",2019,"N",5,3,30,"1m-2m",8,0.266666666666667
"990","Destruction Island",2019,"N",5,4,30,"1m-2m",8,0.266666666666667
"991","Destruction Island",2019,"N",10,1,30,"1m-2m",15,0.5
"992","Destruction Island",2019,"N",10,2,30,"1m-2m",7,0.233333333333333
"993","Destruction Island",2019,"N",10,3,30,"1m-2m",2,0.0666666666666667
"994","Destruction Island",2019,"N",10,4,30,"1m-2m",2,0.0666666666666667
"995","Destruction Island",2019,"S",5,1,30,"1m-2m",7,0.233333333333333
"996","Destruction Island",2019,"S",5,2,30,"1m-2m",15,0.5
"997","Destruction Island",2019,"S",5,3,30,"1m-2m",8,0.266666666666667
"998","Destruction Island",2019,"S",5,4,30,"1m-2m",15,0.5
"999","Destruction Island",2019,"S",10,1,30,"1m-2m",9,0.3
"1000","Destruction Island",2019,"S",10,2,30,"1m-2m",13,0.433333333333333
"1001","Destruction Island",2019,"S",10,3,30,"1m-2m",6,0.2
"1002","Destruction Island",2019,"S",10,4,30,"1m-2m",10,0.333333333333333
"1003","Neah Bay",2016,"1",5,1,30,"1m-2m",0,0
"1004","Neah Bay",2016,"1",5,2,30,"1m-2m",0,0
"1005","Neah Bay",2016,"1",5,3,30,"1m-2m",0,0
"1006","Neah Bay",2016,"1",5,4,30,"1m-2m",11,0.366666666666667
"1007","Neah Bay",2016,"1",10,1,30,"1m-2m",0,0
"1008","Neah Bay",2016,"1",10,2,30,"1m-2m",0,0
"1009","Neah Bay",2016,"1",10,3,30,"1m-2m",2,0.0666666666666667
"1010","Neah Bay",2016,"1",10,4,30,"1m-2m",3,0.1
"1011","Neah Bay",2016,"1",10,5,30,"1m-2m",3,0.1
"1012","Neah Bay",2016,"1",10,6,30,"1m-2m",1,0.0333333333333333
"1013","Neah Bay",2017,"1",5,1,30,"1m-2m",0,0
"1014","Neah Bay",2017,"1",5,2,30,"1m-2m",0,0
"1015","Neah Bay",2017,"1",5,3,30,"1m-2m",0,0
"1016","Neah Bay",2017,"1",5,4,30,"1m-2m",0,0
"1017","Neah Bay",2017,"1",10,1,30,"1m-2m",2,0.0666666666666667
"1018","Neah Bay",2017,"1",10,2,30,"1m-2m",16,0.533333333333333
"1019","Neah Bay",2017,"1",10,3,30,"1m-2m",11,0.366666666666667
"1020","Neah Bay",2017,"1",10,4,30,"1m-2m",13,0.433333333333333
"1021","Neah Bay",2017,"2",5,1,30,"1m-2m",0,0
"1022","Neah Bay",2017,"2",5,2,30,"1m-2m",0,0
"1023","Neah Bay",2017,"2",5,3,30,"1m-2m",0,0
"1024","Neah Bay",2017,"2",5,4,30,"1m-2m",1,0.0333333333333333
"1025","Neah Bay",2017,"2",10,1,30,"1m-2m",7,0.233333333333333
"1026","Neah Bay",2017,"2",10,2,30,"1m-2m",11,0.366666666666667
"1027","Neah Bay",2017,"2",10,3,30,"1m-2m",3,0.1
"1028","Neah Bay",2017,"2",10,4,30,"1m-2m",4,0.133333333333333
"1029","Neah Bay",2018,"N",5,1,30,"1m-2m",0,0
"1030","Neah Bay",2018,"N",5,2,30,"1m-2m",3,0.1
"1031","Neah Bay",2018,"N",5,3,30,"1m-2m",2,0.0666666666666667
"1032","Neah Bay",2018,"N",5,4,30,"1m-2m",8,0.266666666666667
"1033","Neah Bay",2018,"N",10,1,30,"1m-2m",0,0
"1034","Neah Bay",2018,"N",10,2,30,"1m-2m",0,0
"1035","Neah Bay",2018,"N",10,3,30,"1m-2m",0,0
"1036","Neah Bay",2018,"N",10,4,30,"1m-2m",3,0.1
"1037","Neah Bay",2018,"S",5,1,30,"1m-2m",0,0
"1038","Neah Bay",2018,"S",5,2,30,"1m-2m",3,0.1
"1039","Neah Bay",2018,"S",5,3,30,"1m-2m",4,0.133333333333333
"1040","Neah Bay",2018,"S",10,1,30,"1m-2m",1,0.0333333333333333
"1041","Neah Bay",2018,"S",10,2,30,"1m-2m",11,0.366666666666667
"1042","Neah Bay",2018,"S",10,3,30,"1m-2m",2,0.0666666666666667
"1043","Neah Bay",2018,"S",10,4,30,"1m-2m",0,0
"1044","Neah Bay",2019,"N",5,1,30,"1m-2m",1,0.0333333333333333
"1045","Neah Bay",2019,"N",5,2,30,"1m-2m",0,0
"1046","Neah Bay",2019,"N",5,3,30,"1m-2m",0,0
"1047","Neah Bay",2019,"N",10,1,30,"1m-2m",1,0.0333333333333333
"1048","Neah Bay",2019,"N",10,2,30,"1m-2m",0,0
"1049","Neah Bay",2019,"N",10,3,30,"1m-2m",2,0.0666666666666667
"1050","Neah Bay",2019,"N",10,4,30,"1m-2m",0,0
"1051","Neah Bay",2019,"S",5,1,30,"1m-2m",0,0
"1052","Neah Bay",2019,"S",5,2,30,"1m-2m",1,0.0333333333333333
"1053","Neah Bay",2019,"S",5,3,30,"1m-2m",0,0
"1054","Neah Bay",2019,"S",5,4,30,"1m-2m",0,0
"1055","Neah Bay",2019,"S",10,1,30,"1m-2m",0,0
"1056","Neah Bay",2019,"S",10,2,31,"1m-2m",3,0.0967741935483871
"1057","Neah Bay",2019,"S",10,3,30,"1m-2m",0,0
"1058","Neah Bay",2019,"S",10,4,30,"1m-2m",0,0
"1059","Tatoosh Island",2016,"1",5,1,30,"1m-2m",0,0
"1060","Tatoosh Island",2016,"1",5,2,30,"1m-2m",20,0.666666666666667
"1061","Tatoosh Island",2016,"1",5,3,30,"1m-2m",5,0.166666666666667
"1062","Tatoosh Island",2016,"1",5,4,30,"1m-2m",10,0.333333333333333
"1063","Tatoosh Island",2016,"1",5,5,30,"1m-2m",0,0
"1064","Tatoosh Island",2016,"1",5,6,30,"1m-2m",2,0.0666666666666667
"1065","Tatoosh Island",2016,"1",10,1,30,"1m-2m",1,0.0333333333333333
"1066","Tatoosh Island",2016,"1",10,2,30,"1m-2m",12,0.4
"1067","Tatoosh Island",2017,"1",5,1,30,"1m-2m",2,0.0666666666666667
"1068","Tatoosh Island",2017,"1",5,2,30,"1m-2m",4,0.133333333333333
"1069","Tatoosh Island",2017,"1",5,3,30,"1m-2m",9,0.3
"1070","Tatoosh Island",2017,"1",10,1,30,"1m-2m",9,0.3
"1071","Tatoosh Island",2017,"1",10,2,30,"1m-2m",7,0.233333333333333
"1072","Tatoosh Island",2017,"1",10,3,30,"1m-2m",6,0.2
"1073","Tatoosh Island",2017,"1",10,4,30,"1m-2m",11,0.366666666666667
"1074","Tatoosh Island",2017,"2",5,1,30,"1m-2m",1,0.0333333333333333
"1075","Tatoosh Island",2017,"2",5,2,30,"1m-2m",3,0.1
"1076","Tatoosh Island",2017,"2",5,3,30,"1m-2m",2,0.0666666666666667
"1077","Tatoosh Island",2017,"2",10,1,30,"1m-2m",8,0.266666666666667
"1078","Tatoosh Island",2017,"2",10,2,30,"1m-2m",16,0.533333333333333
"1079","Tatoosh Island",2017,"2",10,3,30,"1m-2m",15,0.5
"1080","Tatoosh Island",2018,"N",5,1,30,"1m-2m",2,0.0666666666666667
"1081","Tatoosh Island",2018,"N",5,2,30,"1m-2m",9,0.3
"1082","Tatoosh Island",2018,"N",5,3,30,"1m-2m",1,0.0333333333333333
"1083","Tatoosh Island",2018,"N",5,4,30,"1m-2m",4,0.133333333333333
"1084","Tatoosh Island",2018,"N",10,1,30,"1m-2m",6,0.2
"1085","Tatoosh Island",2018,"N",10,2,30,"1m-2m",5,0.166666666666667
"1086","Tatoosh Island",2018,"N",10,3,30,"1m-2m",1,0.0333333333333333
"1087","Tatoosh Island",2018,"N",10,4,30,"1m-2m",5,0.166666666666667
"1088","Tatoosh Island",2018,"S",5,1,30,"1m-2m",16,0.533333333333333
"1089","Tatoosh Island",2018,"S",5,2,30,"1m-2m",13,0.433333333333333
"1090","Tatoosh Island",2018,"S",5,3,30,"1m-2m",13,0.433333333333333
"1091","Tatoosh Island",2018,"S",5,4,30,"1m-2m",16,0.533333333333333
"1092","Tatoosh Island",2018,"S",10,1,30,"1m-2m",10,0.333333333333333
"1093","Tatoosh Island",2018,"S",10,2,30,"1m-2m",10,0.333333333333333
"1094","Tatoosh Island",2018,"S",10,3,30,"1m-2m",8,0.266666666666667
"1095","Tatoosh Island",2019,"N",5,1,30,"1m-2m",1,0.0333333333333333
"1096","Tatoosh Island",2019,"N",5,2,30,"1m-2m",0,0
"1097","Tatoosh Island",2019,"N",5,3,30,"1m-2m",1,0.0333333333333333
"1098","Tatoosh Island",2019,"N",5,4,30,"1m-2m",0,0
"1099","Tatoosh Island",2019,"N",10,1,30,"1m-2m",7,0.233333333333333
"1100","Tatoosh Island",2019,"N",10,2,30,"1m-2m",6,0.2
"1101","Tatoosh Island",2019,"N",10,3,30,"1m-2m",18,0.6
"1102","Tatoosh Island",2019,"S",5,1,30,"1m-2m",0,0
"1103","Tatoosh Island",2019,"S",5,2,30,"1m-2m",12,0.4
"1104","Tatoosh Island",2019,"S",5,3,30,"1m-2m",12,0.4
"1105","Tatoosh Island",2019,"S",5,4,30,"1m-2m",9,0.3
"1106","Tatoosh Island",2019,"S",10,1,30,"1m-2m",1,0.0333333333333333
"1107","Tatoosh Island",2019,"S",10,2,30,"1m-2m",17,0.566666666666667
"1108","Tatoosh Island",2019,"S",10,3,30,"1m-2m",15,0.5
