"","year","quarter","kelp_area_m2","count_cells_kelp","count_cells_no_clouds","count_cells_historic_footprint","region","km2","hectares"
"785",2017,"max",9298309,39749,93419,93419,"CCA",9.298309,929.8309
"786",2018,"1",494423,7472,93412,93419,"CCA",0.494423,49.4423
"787",2018,"2",10558455,34497,93398,93419,"CCA",10.558455,1055.8455
"788",2018,"3",20481084,51745,93326,93419,"CCA",20.481084,2048.1084
"789",2018,"4",2882124,27896,93419,93419,"CCA",2.882124,288.2124
"790",2018,"max",21864335,53891,93419,93419,"CCA",21.864335,2186.4335
"791",2019,"1",127768,1628,93417,93419,"CCA",0.127768,12.7768
"792",2019,"2",2318927,9815,93191,93419,"CCA",2.318927,231.8927
"793",2019,"3",6973049,30864,93411,93419,"CCA",6.973049,697.3049
"794",2019,"4",3309122,23703,93415,93419,"CCA",3.309122,330.9122
"795",2019,"max",7866557,34435,93419,93419,"CCA",7.866557,786.6557
"796",2020,"1",741086,9890,93416,93419,"CCA",0.741086,74.1086
"797",2020,"2",5367503,22156,93406,93419,"CCA",5.367503,536.7503
"798",2020,"3",10593762,32596,93079,93419,"CCA",10.593762,1059.3762
"799",2020,"4",2297496,21495,93419,93419,"CCA",2.297496,229.7496
"800",2020,"max",12455754,41548,93419,93419,"CCA",12.455754,1245.5754
"801",2021,"1",188010,2736,93419,93419,"CCA",0.18801,18.801
"802",2021,"2",3471490,19265,93392,93419,"CCA",3.47149,347.149
"803",2021,"3",12249919,32500,93261,93419,"CCA",12.249919,1224.9919
"804",2021,"4",3391679,24343,93418,93419,"CCA",3.391679,339.1679
"805",2021,"max",13104866,36527,93419,93419,"CCA",13.104866,1310.4866
"806",2022,"1",300837,5946,93419,93419,"CCA",0.300837,30.0837
"807",2022,"2",6764258,27988,93410,93419,"CCA",6.764258,676.4258
"808",2022,"3",15014322,39139,93417,93419,"CCA",15.014322,1501.4322
"809",2022,"4",3844289,28078,93419,93419,"CCA",3.844289,384.4289
"810",2022,"max",15964755,42812,93419,93419,"CCA",15.964755,1596.4755
"811",2023,"1",6649,126,93416,93419,"CCA",0.006649,0.6649
"812",2023,"2",560060,4102,93404,93419,"CCA",0.56006,56.006
"813",2023,"3",3280642,13944,93415,93419,"CCA",3.280642,328.0642
"814",2023,"4",719397,8384,93419,93419,"CCA",0.719397,71.9397
"815",2023,"max",3381541,14974,93419,93419,"CCA",3.381541,338.1541
"816",2024,"1",27963,492,93419,93419,"CCA",0.027963,2.7963
"817",2024,"2",1273645,6392,93416,93419,"CCA",1.273645,127.3645
"818",2024,"3",5607759,19823,93124,93419,"CCA",5.607759,560.7759
"819",2024,"4",1751630,13753,93419,93419,"CCA",1.75163,175.163
"820",2024,"max",5998229,21876,93419,93419,"CCA",5.998229,599.8229
"821",1984,"1",114759,401,35800,220913,"SCA",0.114759,11.4759
"822",1984,"2",11239210,31612,217209,220913,"SCA",11.23921,1123.921
"823",1984,"3",6195767,12504,79939,220913,"SCA",6.195767,619.5767
"824",1984,"4",4002439,30169,196634,220913,"SCA",4.002439,400.2439
"825",1984,"max",17736031,53224,220859,220913,"SCA",17.736031,1773.6031
"826",1985,"1",10750278,41632,182859,220913,"SCA",10.750278,1075.0278
"827",1985,"2",15423705,31417,125034,220913,"SCA",15.423705,1542.3705
"828",1985,"3",3744969,12891,207863,220913,"SCA",3.744969,374.4969
"829",1985,"4",3112686,12480,214646,220913,"SCA",3.112686,311.2686
"830",1985,"max",25054191,62589,220491,220913,"SCA",25.054191,2505.4191
"831",1986,"1",3156754,23415,219791,220913,"SCA",3.156754,315.6754
"832",1986,"2",2090027,11824,217013,220913,"SCA",2.090027,209.0027
"833",1986,"3",5419999,18177,172592,220913,"SCA",5.419999,541.9999
"834",1986,"4",6749089,36344,220747,220913,"SCA",6.749089,674.9089
"835",1986,"max",12310247,57317,220780,220913,"SCA",12.310247,1231.0247
"836",1987,"1",3101700,22045,220582,220913,"SCA",3.1017,310.17
"837",1987,"2",9454233,36319,214582,220913,"SCA",9.454233,945.4233
"838",1987,"3",11524650,43734,200024,220913,"SCA",11.52465,1152.465
"839",1987,"4",6030761,23543,153014,220913,"SCA",6.030761,603.0761
"840",1987,"max",19477003,66934,220868,220913,"SCA",19.477003,1947.7003
"841",1988,"1",129333,1348,168932,220913,"SCA",0.129333,12.9333
"842",1988,"2",1673428,7653,214918,220913,"SCA",1.673428,167.3428
"843",1988,"3",8120971,25665,213244,220913,"SCA",8.120971,812.0971
"844",1988,"4",6003507,25881,181006,220913,"SCA",6.003507,600.3507
"845",1988,"max",12694048,44049,219369,220913,"SCA",12.694048,1269.4048
"846",1989,"1",11326391,50170,174912,220913,"SCA",11.326391,1132.6391
"847",1989,"2",9526292,43151,213282,220913,"SCA",9.526292,952.6292
"848",1989,"3",4259766,23388,214491,220913,"SCA",4.259766,425.9766
"849",1989,"4",10032568,49882,219401,220913,"SCA",10.032568,1003.2568
"850",1989,"max",23708173,92721,219918,220913,"SCA",23.708173,2370.8173
"851",1990,"1",5689537,35137,186011,220913,"SCA",5.689537,568.9537
"852",1990,"2",22049868,64334,212879,220913,"SCA",22.049868,2204.9868
"853",1990,"3",11950489,38048,208424,220913,"SCA",11.950489,1195.0489
"854",1990,"4",2614296,12830,184601,220913,"SCA",2.614296,261.4296
"855",1990,"max",30938167,88864,220778,220913,"SCA",30.938167,3093.8167
"856",1991,"1",561826,2288,66232,220913,"SCA",0.561826,56.1826
"857",1991,"2",18600650,61866,213565,220913,"SCA",18.60065,1860.065
"858",1991,"3",12640729,36031,201589,220913,"SCA",12.640729,1264.0729
"859",1991,"4",3718698,17847,188572,220913,"SCA",3.718698,371.8698
"860",1991,"max",25178845,74243,220681,220913,"SCA",25.178845,2517.8845
"861",1992,"1",1083530,5464,189911,220913,"SCA",1.08353,108.353
"862",1992,"2",7274328,30127,218187,220913,"SCA",7.274328,727.4328
"863",1992,"3",3908116,17489,198670,220913,"SCA",3.908116,390.8116
"864",1992,"4",2454764,20559,220822,220913,"SCA",2.454764,245.4764
"865",1992,"max",10427428,47985,220866,220913,"SCA",10.427428,1042.7428
"866",1993,"1",1878144,11817,220243,220913,"SCA",1.878144,187.8144
"867",1993,"2",8547097,46005,217101,220913,"SCA",8.547097,854.7097
"868",1993,"3",5426823,16097,202861,220913,"SCA",5.426823,542.6823
"869",1993,"4",974384,10846,220773,220913,"SCA",0.974384,97.4384
"870",1993,"max",11813907,54686,220852,220913,"SCA",11.813907,1181.3907
"871",1994,"1",1096251,11609,220657,220913,"SCA",1.096251,109.6251
"872",1994,"2",23550204,72801,215563,220913,"SCA",23.550204,2355.0204
"873",1994,"3",16930024,55707,198004,220913,"SCA",16.930024,1693.0024
"874",1994,"4",3672271,25204,220547,220913,"SCA",3.672271,367.2271
"875",1994,"max",31659553,92887,220871,220913,"SCA",31.659553,3165.9553
"876",1995,"1",2575524,14356,210038,220913,"SCA",2.575524,257.5524
"877",1995,"2",2108963,12907,197802,220913,"SCA",2.108963,210.8963
"878",1995,"3",2848465,12862,185554,220913,"SCA",2.848465,284.8465
"879",1995,"4",1722628,10264,187603,220913,"SCA",1.722628,172.2628
"880",1995,"max",6857646,33621,220844,220913,"SCA",6.857646,685.7646
"881",1996,"1",952628,7698,194293,220913,"SCA",0.952628,95.2628
"882",1996,"2",2614861,16135,217600,220913,"SCA",2.614861,261.4861
"883",1996,"3",1184546,5817,157599,220913,"SCA",1.184546,118.4546
"884",1996,"4",2587381,22565,219117,220913,"SCA",2.587381,258.7381
"885",1996,"max",5485665,36395,220874,220913,"SCA",5.485665,548.5665
"886",1997,"1",3830448,27547,219391,220913,"SCA",3.830448,383.0448
"887",1997,"2",6820080,32919,216644,220913,"SCA",6.82008,682.008
"888",1997,"3",2280132,10362,209169,220913,"SCA",2.280132,228.0132
"889",1997,"4",83930,1295,220425,220913,"SCA",0.08393,8.393
"890",1997,"max",9536321,46550,220872,220913,"SCA",9.536321,953.6321
"891",1998,"1",212862,2886,219816,220913,"SCA",0.212862,21.2862
"892",1998,"2",1033263,6384,218603,220913,"SCA",1.033263,103.3263
"893",1998,"3",2612498,7427,215625,220913,"SCA",2.612498,261.2498
"894",1998,"4",1737485,10581,220230,220913,"SCA",1.737485,173.7485
"895",1998,"max",4015066,16679,220680,220913,"SCA",4.015066,401.5066
"896",1999,"1",7307992,33415,219683,220913,"SCA",7.307992,730.7992
"897",1999,"2",12160378,27867,179199,220913,"SCA",12.160378,1216.0378
"898",1999,"3",10611795,42360,217067,220913,"SCA",10.611795,1061.1795
"899",1999,"4",3631132,44586,220816,220913,"SCA",3.631132,363.1132
"900",1999,"max",22097330,75330,220870,220913,"SCA",22.09733,2209.733
"901",2000,"1",2016118,21715,220547,220913,"SCA",2.016118,201.6118
"902",2000,"2",2830360,18211,216724,220913,"SCA",2.83036,283.036
"903",2000,"3",4542282,22687,217284,220913,"SCA",4.542282,454.2282
"904",2000,"4",3708599,33327,220784,220913,"SCA",3.708599,370.8599
"905",2000,"max",8568531,50927,220910,220913,"SCA",8.568531,856.8531
"906",2001,"1",4722475,30623,220821,220913,"SCA",4.722475,472.2475
"907",2001,"2",8230619,35405,216263,220913,"SCA",8.230619,823.0619
"908",2001,"3",5207293,26742,217221,220913,"SCA",5.207293,520.7293
"909",2001,"4",5618340,40325,220651,220913,"SCA",5.61834,561.834
"910",2001,"max",13082423,58308,220858,220913,"SCA",13.082423,1308.2423
"911",2002,"1",6897359,44373,220847,220913,"SCA",6.897359,689.7359
"912",2002,"2",13512486,51724,216386,220913,"SCA",13.512486,1351.2486
"913",2002,"3",13200191,44930,199020,220913,"SCA",13.200191,1320.0191
"914",2002,"4",8031240,58429,220860,220913,"SCA",8.03124,803.124
"915",2002,"max",23369065,88347,220876,220913,"SCA",23.369065,2336.9065
"916",2003,"1",2211288,25470,220783,220913,"SCA",2.211288,221.1288
"917",2003,"2",10995404,50012,219095,220913,"SCA",10.995404,1099.5404
"918",2003,"3",32480336,84543,217278,220913,"SCA",32.480336,3248.0336
"919",2003,"4",13063228,88684,220889,220913,"SCA",13.063228,1306.3228
"920",2003,"max",39208876,120776,220896,220913,"SCA",39.208876,3920.8876
"921",2004,"1",6642573,59255,220880,220913,"SCA",6.642573,664.2573
"922",2004,"2",15725374,63609,217746,220913,"SCA",15.725374,1572.5374
"923",2004,"3",30074569,86886,217784,220913,"SCA",30.074569,3007.4569
"924",2004,"4",5950332,57728,220859,220913,"SCA",5.950332,595.0332
"925",2004,"max",37133078,120398,220896,220913,"SCA",37.133078,3713.3078
"926",2005,"1",5906069,54269,220882,220913,"SCA",5.906069,590.6069
"927",2005,"2",17037536,84191,219176,220913,"SCA",17.037536,1703.7536
"928",2005,"3",32979565,104059,218981,220913,"SCA",32.979565,3297.9565
"929",2005,"4",11978049,87232,220398,220913,"SCA",11.978049,1197.8049
"930",2005,"max",38519493,128951,220910,220913,"SCA",38.519493,3851.9493
"931",2006,"1",4730028,36172,220760,220913,"SCA",4.730028,473.0028
"932",2006,"2",10420415,45373,218192,220913,"SCA",10.420415,1042.0415
"933",2006,"3",6342212,25332,205495,220913,"SCA",6.342212,634.2212
"934",2006,"4",6024918,47254,220891,220913,"SCA",6.024918,602.4918
"935",2006,"max",18648277,86851,220913,220913,"SCA",18.648277,1864.8277
"936",2007,"1",9726908,59023,220868,220913,"SCA",9.726908,972.6908
"937",2007,"2",21386549,85355,216868,220913,"SCA",21.386549,2138.6549
"938",2007,"3",12628241,56514,218618,220913,"SCA",12.628241,1262.8241
"939",2007,"4",6085717,44183,220242,220913,"SCA",6.085717,608.5717
"940",2007,"max",31215562,117671,220913,220913,"SCA",31.215562,3121.5562
"941",2008,"1",4005742,34219,220778,220913,"SCA",4.005742,400.5742
"942",2008,"2",8869974,49255,218669,220913,"SCA",8.869974,886.9974
"943",2008,"3",14846322,44827,199195,220913,"SCA",14.846322,1484.6322
"944",2008,"4",11695806,63571,220449,220913,"SCA",11.695806,1169.5806
"945",2008,"max",24122618,97384,220911,220913,"SCA",24.122618,2412.2618
"946",2009,"1",13236326,96319,220869,220913,"SCA",13.236326,1323.6326
"947",2009,"2",12210849,55237,215287,220913,"SCA",12.210849,1221.0849
"948",2009,"3",5724368,48758,218701,220913,"SCA",5.724368,572.4368
"949",2009,"4",2342011,28304,220410,220913,"SCA",2.342011,234.2011
"950",2009,"max",20064847,112615,220884,220913,"SCA",20.064847,2006.4847
"951",2010,"1",3371750,30605,220797,220913,"SCA",3.37175,337.175
"952",2010,"2",7711025,39375,217995,220913,"SCA",7.711025,771.1025
"953",2010,"3",23305871,92264,218250,220913,"SCA",23.305871,2330.5871
"954",2010,"4",7644638,74576,220891,220913,"SCA",7.644638,764.4638
"955",2010,"max",27840682,114262,220907,220913,"SCA",27.840682,2784.0682
"956",2011,"1",1348706,21782,220890,220913,"SCA",1.348706,134.8706
"957",2011,"2",4398640,28249,218703,220913,"SCA",4.39864,439.864
"958",2011,"3",12598837,45606,216739,220913,"SCA",12.598837,1259.8837
"959",2011,"4",8896428,54805,220608,220913,"SCA",8.896428,889.6428
"960",2011,"max",17914840,77895,220893,220913,"SCA",17.91484,1791.484
"961",2012,"1",3648887,24892,207656,220913,"SCA",3.648887,364.8887
"962",2012,"2",6160580,29429,198298,220913,"SCA",6.16058,616.058
"963",2012,"3",4830992,22877,194978,220913,"SCA",4.830992,483.0992
"964",2012,"4",1786245,19757,220520,220913,"SCA",1.786245,178.6245
"965",2012,"max",11508918,56879,220856,220913,"SCA",11.508918,1150.8918
"966",2013,"1",7494614,43063,216300,220913,"SCA",7.494614,749.4614
"967",2013,"2",20573405,83820,220607,220913,"SCA",20.573405,2057.3405
"968",2013,"3",13106797,60607,218788,220913,"SCA",13.106797,1310.6797
"969",2013,"4",8356388,61589,220911,220913,"SCA",8.356388,835.6388
"970",2013,"max",27625323,107086,220913,220913,"SCA",27.625323,2762.5323
"971",2014,"1",3725599,36192,220912,220913,"SCA",3.725599,372.5599
"972",2014,"2",5658228,38093,220727,220913,"SCA",5.658228,565.8228
"973",2014,"3",3956333,23864,220461,220913,"SCA",3.956333,395.6333
"974",2014,"4",726574,12865,220913,220913,"SCA",0.726574,72.6574
"975",2014,"max",9642876,63419,220913,220913,"SCA",9.642876,964.2876
"976",2015,"1",1146181,12595,220907,220913,"SCA",1.146181,114.6181
"977",2015,"2",6236674,37945,220867,220913,"SCA",6.236674,623.6674
"978",2015,"3",8597543,43641,220783,220913,"SCA",8.597543,859.7543
"979",2015,"4",158643,3389,220913,220913,"SCA",0.158643,15.8643
"980",2015,"max",11358313,54381,220913,220913,"SCA",11.358313,1135.8313
"981",2016,"1",1625169,13169,220905,220913,"SCA",1.625169,162.5169
"982",2016,"2",5586730,26875,220673,220913,"SCA",5.58673,558.673
"983",2016,"3",6541141,30291,219779,220913,"SCA",6.541141,654.1141
"984",2016,"4",2624066,28164,220913,220913,"SCA",2.624066,262.4066
"985",2016,"max",11597183,55297,220913,220913,"SCA",11.597183,1159.7183
"986",2017,"1",2447306,20902,220911,220913,"SCA",2.447306,244.7306
"987",2017,"2",6523882,36024,220873,220913,"SCA",6.523882,652.3882
"988",2017,"3",8824612,33681,220759,220913,"SCA",8.824612,882.4612
"989",2017,"4",1683294,20595,220913,220913,"SCA",1.683294,168.3294
"990",2017,"max",13256549,57456,220913,220913,"SCA",13.256549,1325.6549
"991",2018,"1",3293588,30646,220913,220913,"SCA",3.293588,329.3588
"992",2018,"2",13550876,53845,219698,220913,"SCA",13.550876,1355.0876
"993",2018,"3",5884550,35212,220834,220913,"SCA",5.88455,588.455
"994",2018,"4",374146,6666,220908,220913,"SCA",0.374146,37.4146
"995",2018,"max",16008709,65172,220913,220913,"SCA",16.008709,1600.8709
"996",2019,"1",779254,7492,220913,220913,"SCA",0.779254,77.9254
"997",2019,"2",2854913,12518,206796,220913,"SCA",2.854913,285.4913
"998",2019,"3",5141095,25718,220350,220913,"SCA",5.141095,514.1095
"999",2019,"4",1861317,19789,220911,220913,"SCA",1.861317,186.1317
"1000",2019,"max",7362678,37310,220913,220913,"SCA",7.362678,736.2678
"1001",2020,"1",3897955,25887,220913,220913,"SCA",3.897955,389.7955
"1002",2020,"2",7604316,32284,220815,220913,"SCA",7.604316,760.4316
"1003",2020,"3",7131203,29916,219660,220913,"SCA",7.131203,713.1203
"1004",2020,"4",1682009,17622,220913,220913,"SCA",1.682009,168.2009
"1005",2020,"max",12000944,49389,220913,220913,"SCA",12.000944,1200.0944
"1006",2021,"1",4858392,32022,220913,220913,"SCA",4.858392,485.8392
"1007",2021,"2",12179080,38287,220718,220913,"SCA",12.17908,1217.908
"1008",2021,"3",2358463,11550,186890,220913,"SCA",2.358463,235.8463
"1009",2021,"4",1723246,21317,220911,220913,"SCA",1.723246,172.3246
"1010",2021,"max",14130053,49330,220913,220913,"SCA",14.130053,1413.0053
"1011",2022,"1",2952736,26076,220913,220913,"SCA",2.952736,295.2736
"1012",2022,"2",7139962,36014,220797,220913,"SCA",7.139962,713.9962
"1013",2022,"3",5724963,29468,220741,220913,"SCA",5.724963,572.4963
"1014",2022,"4",1282615,11585,220913,220913,"SCA",1.282615,128.2615
"1015",2022,"max",10585297,47738,220913,220913,"SCA",10.585297,1058.5297
"1016",2023,"1",249960,2929,220913,220913,"SCA",0.24996,24.996
"1017",2023,"2",867414,5313,219887,220913,"SCA",0.867414,86.7414
"1018",2023,"3",5494747,18025,220746,220913,"SCA",5.494747,549.4747
"1019",2023,"4",2206636,16025,220895,220913,"SCA",2.206636,220.6636
"1020",2023,"max",7001203,28286,220913,220913,"SCA",7.001203,700.1203
"1021",2024,"1",698278,7492,220913,220913,"SCA",0.698278,69.8278
"1022",2024,"2",4738521,21528,220882,220913,"SCA",4.738521,473.8521
"1023",2024,"3",9181063,34557,220523,220913,"SCA",9.181063,918.1063
"1024",2024,"4",3827717,29819,220913,220913,"SCA",3.827717,382.7717
"1025",2024,"max",12108011,46463,220913,220913,"SCA",12.108011,1210.8011
