sort order,YEAR,MONTH,DAY,SITE,OBSERVER,BUDDY,SIDE,ZONE,LEVEL,TRANSECT,DEPTH_M,DEPTH_FT,VIS_M,SURGE,HEADING,TEMP_C,TEMP_F,SPECIES,SEGMENT,QUANTITY,SIZE (MIN),SIZE (MAX),Cntrl+a,Notes
1161,2019,7,25,Tatoosh Island,Kelly Andrews,Nick Tolimieri,S,10,BOT,1,,10,4.0,L,90,,52,HEDE,ALL,1,25,25,,
1162,2019,7,25,Tatoosh Island,Kelly Andrews,Nick Tolimieri,S,10,BOT,1,,10,4.0,L,90,,52,HEDE,ALL,3,30,30,,
1163,2019,7,25,Tatoosh Island,Kelly Andrews,Nick Tolimieri,S,10,BOT,1,,10,4.0,L,90,,52,OXPI,ALL,1,10,10,,
1164,2019,7,25,Tatoosh Island,Kelly Andrews,Nick Tolimieri,S,10,BOT,2,,10,4.0,L,90,,52,SEME,ALL,2,25,25,,
1165,2019,7,25,Tatoosh Island,Kelly Andrews,Nick Tolimieri,S,10,BOT,2,,10,4.0,L,90,,52,SEME,ALL,3,30,30,,
1166,2019,7,25,Tatoosh Island,Kelly Andrews,Nick Tolimieri,S,10,BOT,2,,10,4.0,L,90,,52,SEMA,ALL,1,10,10,,
1167,2019,7,25,Tatoosh Island,Kelly Andrews,Nick Tolimieri,S,10,BOT,2,,10,4.0,L,90,,52,SECA,ALL,1,10,10,,
1168,2019,7,25,Tatoosh Island,Kelly Andrews,Nick Tolimieri,S,10,BOT,2,,10,4.0,L,90,,52,HEDE,ALL,1,25,25,,
1169,2019,7,25,Tatoosh Island,Kelly Andrews,Nick Tolimieri,S,10,BOT,2,,10,4.0,L,90,,52,HEDE,ALL,1,30,30,,
1170,2019,7,25,Tatoosh Island,Kelly Andrews,Nick Tolimieri,S,10,BOT,3,,10,4.0,L,90,,52,SEME,ALL,1,30,30,,
1171,2019,7,25,Tatoosh Island,Kelly Andrews,Nick Tolimieri,S,10,BOT,3,,10,4.0,L,90,,52,SEME,ALL,2,35,35,,
1172,2019,7,25,Tatoosh Island,Kelly Andrews,Nick Tolimieri,S,10,BOT,3,,10,4.0,L,90,,52,SEME,ALL,3,40,40,,
1173,2019,7,25,Tatoosh Island,Kelly Andrews,Nick Tolimieri,S,10,BOT,3,,10,4.0,L,90,,52,SECA,ALL,1,25,25,,
1174,2019,7,25,Tatoosh Island,Kelly Andrews,Nick Tolimieri,S,10,BOT,3,,10,4.0,L,90,,52,HEDE,ALL,1,35,35,,
1175,2019,7,25,Tatoosh Island,Kelly Andrews,Nick Tolimieri,S,10,BOT,3,,10,4.0,L,90,,52,HEDE,ALL,2,40,40,,
1176,2019,7,25,Tatoosh Island,Steve Lonhart,Jameal Samhouri,N,5,BOT,1,,18,4.0,L,270,,54,SEME,ALL,1,25,25,,
1177,2019,7,25,Tatoosh Island,Steve Lonhart,Jameal Samhouri,N,5,BOT,1,,18,4.0,L,270,,54,SEME,ALL,1,28,28,,
1178,2019,7,25,Tatoosh Island,Steve Lonhart,Jameal Samhouri,N,5,BOT,1,,18,4.0,L,270,,54,SEME,ALL,1,31,31,,
1179,2019,7,25,Tatoosh Island,Steve Lonhart,Jameal Samhouri,N,5,BOT,1,,18,4.0,L,270,,54,SEME,ALL,2,37,37,,
1180,2019,7,25,Tatoosh Island,Steve Lonhart,Jameal Samhouri,N,5,BOT,1,,18,4.0,L,270,,54,SEME,ALL,1,42,42,,
1181,2019,7,25,Tatoosh Island,Steve Lonhart,Jameal Samhouri,N,5,BOT,1,,18,4.0,L,270,,54,SEME,ALL,3,43,43,,
1182,2019,7,25,Tatoosh Island,Steve Lonhart,Jameal Samhouri,N,5,BOT,1,,18,4.0,L,270,,54,SEME,ALL,2,45,45,,
1183,2019,7,25,Tatoosh Island,Steve Lonhart,Jameal Samhouri,N,5,BOT,1,,18,4.0,L,270,,54,EMLA,ALL,1,24,24,,
1184,2019,7,25,Tatoosh Island,Steve Lonhart,Jameal Samhouri,N,5,BOT,1,,18,4.0,L,270,,54,EMLA,ALL,1,37,37,,
1185,2019,7,25,Tatoosh Island,Steve Lonhart,Jameal Samhouri,N,5,BOT,1,,18,4.0,L,270,,54,HEDE,ALL,1,42,42,,FEMALE
1186,2019,7,25,Tatoosh Island,Steve Lonhart,Jameal Samhouri,N,5,BOT,1,,18,4.0,L,270,,54,SCMA,ALL,1,37,37,,
1187,2019,7,25,Tatoosh Island,Steve Lonhart,Jameal Samhouri,N,5,BOT,2,,18,4.0,L,270,,54,SEME,ALL,1,36,36,,
1188,2019,7,25,Tatoosh Island,Steve Lonhart,Jameal Samhouri,N,5,BOT,2,,18,4.0,L,270,,54,SEME,ALL,1,39,39,,
1189,2019,7,25,Tatoosh Island,Steve Lonhart,Jameal Samhouri,N,5,BOT,2,,18,4.0,L,270,,54,SEME,ALL,1,42,42,,
1190,2019,7,25,Tatoosh Island,Steve Lonhart,Jameal Samhouri,N,5,BOT,2,,18,4.0,L,270,,54,SEME,ALL,1,45,45,,
1191,2019,7,25,Tatoosh Island,Steve Lonhart,Jameal Samhouri,N,5,BOT,2,,18,4.0,L,270,,54,EMLA,ALL,1,28,28,,
1192,2019,7,25,Tatoosh Island,Steve Lonhart,Jameal Samhouri,N,5,BOT,2,,18,4.0,L,270,,54,EMLA,ALL,1,34,34,,
1193,2019,7,25,Tatoosh Island,Steve Lonhart,Jameal Samhouri,N,5,BOT,2,,18,4.0,L,270,,54,HEDE,ALL,1,45,45,,
1194,2019,7,25,Tatoosh Island,Steve Lonhart,Jameal Samhouri,N,5,BOT,3,,18,4.0,L,270,,54,EMLA,ALL,1,32,32,,
1195,2019,7,25,Tatoosh Island,Steve Lonhart,Jameal Samhouri,N,5,BOT,3,,18,4.0,L,270,,54,HEDE,ALL,1,10,10,,
1196,2019,7,25,Tatoosh Island,Steve Lonhart,Jameal Samhouri,N,5,BOT,3,,18,4.0,L,270,,54,HEDE,ALL,2,36,36,,
1197,2019,7,25,Tatoosh Island,Steve Lonhart,Jameal Samhouri,N,5,BOT,3,,18,4.0,L,270,,54,HEDE,ALL,1,39,39,,MALE
1198,2019,7,25,Tatoosh Island,Steve Lonhart,Jameal Samhouri,N,5,BOT,3,,18,4.0,L,270,,54,HEDE,ALL,1,43,43,,FEMALE
1199,2019,7,25,Tatoosh Island,Steve Lonhart,Jameal Samhouri,N,5,BOT,4,,17,4.0,L,270,,54,SEBYT,ALL,21,6,6,,
1200,2019,7,25,Tatoosh Island,Steve Lonhart,Jameal Samhouri,N,5,BOT,4,,17,4.0,L,270,,54,EMLA,ALL,1,33,33,,
1201,2019,7,25,Tatoosh Island,Steve Lonhart,Jameal Samhouri,N,5,BOT,4,,17,4.0,L,270,,54,EMLA,ALL,1,22,22,,MALE
1202,2019,7,25,Tatoosh Island,Steve Lonhart,Jameal Samhouri,N,5,BOT,4,,17,4.0,L,270,,54,OPEL,ALL,1,42,42,,
1203,2019,7,25,Tatoosh Island,Steve Lonhart,Jameal Samhouri,N,5,BOT,4,,17,4.0,L,270,,54,HEHE,ALL,1,27,27,,
1204,2019,7,25,Tatoosh Island,Greg Williams,Kinsey Frick,S,5,BOT,1,,15,4.0,M,NW,,55,SEME,ALL,10,15,15,,
1205,2019,7,25,Tatoosh Island,Greg Williams,Kinsey Frick,S,5,BOT,1,,15,4.0,M,NW,,55,SEME,ALL,2,20,20,,
1206,2019,7,25,Tatoosh Island,Greg Williams,Kinsey Frick,S,5,BOT,1,,15,4.0,M,NW,,55,HEDE,ALL,1,25,25,,
1207,2019,7,25,Tatoosh Island,Greg Williams,Kinsey Frick,S,5,BOT,2,,15,3.0,M,NW,,55,SEME,ALL,1,15,15,,
1208,2019,7,25,Tatoosh Island,Greg Williams,Kinsey Frick,S,5,BOT,2,,15,3.0,M,NW,,55,SEME,ALL,1,20,20,,
1209,2019,7,25,Tatoosh Island,Greg Williams,Kinsey Frick,S,5,BOT,2,,15,3.0,M,NW,,55,SEME,ALL,1,35,35,,
1210,2019,7,25,Tatoosh Island,Greg Williams,Kinsey Frick,S,5,BOT,2,,15,3.0,M,NW,,55,EMLA,ALL,2,20,20,,
1211,2019,7,25,Tatoosh Island,Greg Williams,Kinsey Frick,S,5,BOT,2,,15,3.0,M,NW,,55,EMLA,ALL,4,25,25,,
1212,2019,7,25,Tatoosh Island,Greg Williams,Kinsey Frick,S,5,BOT,2,,15,3.0,M,NW,,55,HEDE,ALL,1,10,10,,
1213,2019,7,25,Tatoosh Island,Greg Williams,Kinsey Frick,S,5,BOT,2,,15,3.0,M,NW,,55,HEDE,ALL,1,20,20,,
1214,2019,7,25,Tatoosh Island,Greg Williams,Kinsey Frick,S,5,BOT,3,,15,4.0,L,90,,55,EMLA,ALL,1,20,20,,
1215,2019,7,25,Tatoosh Island,Greg Williams,Kinsey Frick,S,5,BOT,3,,15,4.0,L,90,,55,HEDE,ALL,1,7,7,,
1216,2019,7,25,Tatoosh Island,Greg Williams,Kinsey Frick,S,5,BOT,3,,15,4.0,L,90,,55,HEDE,ALL,1,10,10,,
1217,2019,7,25,Tatoosh Island,Greg Williams,Kinsey Frick,S,5,BOT,3,,15,4.0,L,90,,55,HEDE,ALL,1,25,25,,
1218,2019,7,25,Tatoosh Island,Greg Williams,Kinsey Frick,S,5,BOT,4,,15,4.0,L,90,,55,SEME,ALL,1,15,15,,
1219,2019,7,25,Tatoosh Island,Greg Williams,Kinsey Frick,S,5,BOT,4,,15,4.0,L,90,,55,EMLA,ALL,1,25,25,,
1220,2019,7,25,Tatoosh Island,Greg Williams,Kinsey Frick,S,5,BOT,4,,15,4.0,L,90,,55,HEDE,ALL,1,7,7,,
1221,2019,7,25,Tatoosh Island,Greg Williams,Kinsey Frick,S,5,BOT,4,,15,4.0,L,90,,55,HEDE,ALL,1,25,25,,
1222,2019,7,25,Tatoosh Island,Greg Williams,Kinsey Frick,S,5,BOT,4,,15,4.0,L,90,,55,HEDE,ALL,2,30,30,,
1223,2019,7,25,Tatoosh Island,Greg Williams,Kinsey Frick,S,5,BOT,4,,15,4.0,L,90,,55,HEDE,ALL,1,35,35,,
1224,2019,7,25,Tatoosh Island,Greg Williams,Kinsey Frick,S,5,BOT,4,,15,4.0,L,90,,55,HEST,ALL,1,7,7,,
1225,2019,7,25,Tatoosh Island,Greg Williams,Kinsey Frick,S,5,BOT,4,,15,4.0,L,90,,55,COTT,ALL,1,6,6,,
>>>>>>> master
1226,2019,7,25,Tatoosh Island,Greg Williams,Kinsey Frick,N,10,BOT,1,,27,4.5,L,300,,50,SEME,ALL,1,25,25,,
1227,2019,7,25,Tatoosh Island,Greg Williams,Kinsey Frick,N,10,BOT,1,,27,4.5,L,300,,50,SEME,ALL,2,30,30,,
1228,2019,7,25,Tatoosh Island,Greg Williams,Kinsey Frick,N,10,BOT,1,,27,4.5,L,300,,50,HEDE,ALL,2,25,25,,
1229,2019,7,25,Tatoosh Island,Greg Williams,Kinsey Frick,N,10,BOT,1,,27,4.5,L,300,,50,HEDE,ALL,1,35,35,,
1230,2019,7,25,Tatoosh Island,Greg Williams,Kinsey Frick,N,10,BOT,2,,27,4.5,L,300,,50,SEME,ALL,1,35,35,,
1231,2019,7,25,Tatoosh Island,Greg Williams,Kinsey Frick,N,10,BOT,2,,27,4.5,L,300,,50,HEDE,ALL,1,25,25,,
1232,2019,7,25,Tatoosh Island,Greg Williams,Kinsey Frick,N,10,BOT,2,,27,4.5,L,300,,50,HEDE,ALL,1,30,30,,
1233,2019,7,25,Tatoosh Island,Greg Williams,Kinsey Frick,N,10,BOT,2,,27,4.5,L,300,,50,HEDE,ALL,1,35,35,,
1234,2019,7,25,Tatoosh Island,Greg Williams,Kinsey Frick,N,10,BOT,3,,24,3.5,L,120,,50,SEME,ALL,2,25,25,,
1235,2019,7,25,Tatoosh Island,Greg Williams,Kinsey Frick,N,10,BOT,3,,24,3.5,L,120,,50,SEME,ALL,1,30,30,,
1236,2019,7,25,Tatoosh Island,Greg Williams,Kinsey Frick,N,10,BOT,3,,24,3.5,L,120,,50,SEME,ALL,1,35,35,,
1237,2019,7,25,Tatoosh Island,Greg Williams,Kinsey Frick,N,10,BOT,3,,24,3.5,L,120,,50,EMLA,ALL,1,25,25,,
1238,2019,7,25,Tatoosh Island,Greg Williams,Kinsey Frick,N,10,BOT,3,,24,3.5,L,120,,50,HEDE,ALL,1,25,25,,
1239,2019,7,25,Tatoosh Island,Greg Williams,Kinsey Frick,N,10,BOT,3,,24,3.5,L,120,,50,HEDE,ALL,1,35,35,,
1240,2019,7,26,Neah Bay,Greg Williams,Kelly Andrews,N,10,BOT,1,,33,3.5,L,180,,50,SECA,ALL,1,4,4,,
1241,2019,7,26,Neah Bay,Greg Williams,Kelly Andrews,N,10,BOT,1,,33,3.5,L,180,,50,HEDE,ALL,1,25,25,,
1242,2019,7,26,Neah Bay,Greg Williams,Kelly Andrews,N,10,BOT,1,,33,3.5,L,180,,50,OPEL,ALL,1,50,50,,
1243,2019,7,26,Neah Bay,Greg Williams,Kelly Andrews,N,10,BOT,1,,33,3.5,L,180,,50,RHNI,ALL,1,7,7,,
1244,2019,7,26,Neah Bay,Greg Williams,Kelly Andrews,N,10,BOT,1,,33,3.5,L,180,,50,RHNI,ALL,1,6,6,,
1245,2019,7,26,Neah Bay,Greg Williams,Kelly Andrews,N,10,BOT,2,,32,3.5,L,120,,50,SEBYT,ALL,70,5,6,,
1246,2019,7,26,Neah Bay,Greg Williams,Kelly Andrews,N,10,BOT,2,,32,3.5,L,120,,50,EMLA,ALL,1,20,20,,
1247,2019,7,26,Neah Bay,Greg Williams,Kelly Andrews,N,10,BOT,2,,32,3.5,L,120,,50,HEDE,ALL,2,25,25,,
1248,2019,7,26,Neah Bay,Greg Williams,Kelly Andrews,N,10,BOT,2,,32,3.5,L,120,,50,HEDE,ALL,1,35,35,,
1249,2019,7,26,Neah Bay,Greg Williams,Kelly Andrews,N,10,BOT,3,,30,3.5,L,130,,53,EMLA,ALL,1,10,10,,
1250,2019,7,26,Neah Bay,Greg Williams,Kelly Andrews,N,10,BOT,3,,30,3.5,L,130,,53,EMLA,ALL,2,15,15,,
1251,2019,7,26,Neah Bay,Greg Williams,Kelly Andrews,N,10,BOT,3,,30,3.5,L,130,,53,HEDE,ALL,1,40,40,,
1252,2019,7,26,Neah Bay,Greg Williams,Kelly Andrews,N,10,BOT,3,,30,3.5,L,130,,53,HEDE,ALL,2,25,25,,
1253,2019,7,26,Neah Bay,Greg Williams,Kelly Andrews,N,10,BOT,3,,30,3.5,L,130,,53,SEMA,ALL,1,15,15,,
1254,2019,7,26,Neah Bay,Greg Williams,Kelly Andrews,N,10,BOT,4,,28,3.5,L,120,,53,SEBYT,ALL,4,5,5,,
1255,2019,7,26,Neah Bay,Greg Williams,Kelly Andrews,N,10,BOT,4,,28,3.5,L,120,,53,EMLA,ALL,1,10,10,,
1256,2019,7,26,Neah Bay,Greg Williams,Kelly Andrews,N,10,BOT,4,,28,3.5,L,120,,53,HEDE,ALL,1,18,18,,
1257,2019,7,26,Neah Bay,Greg Williams,Kelly Andrews,N,10,BOT,4,,28,3.5,L,120,,53,HEDE,ALL,1,30,30,,
1258,2019,7,26,Neah Bay,Greg Williams,Kelly Andrews,N,10,BOT,4,,28,3.5,L,120,,53,HEDE,ALL,1,35,35,,
<<<<<<< HEAD
1259,2019,7,26,Neah Bay,Jameal Samhouri,Kinsey Frick,N,5,BOT,1,,17,4,L,S,,51,SEBYT,ALL,11,3,3,,
1260,2019,7,26,Neah Bay,Jameal Samhouri,Kinsey Frick,N,5,BOT,1,,17,4,L,S,,51,SEME,ALL,1,20,20,,
1261,2019,7,26,Neah Bay,Jameal Samhouri,Kinsey Frick,N,5,BOT,1,,17,4,L,S,,51,HEDE,ALL,1,15,15,,
1262,2019,7,26,Neah Bay,Jameal Samhouri,Kinsey Frick,N,5,BOT,1,,17,4,L,S,,51,HEDE,ALL,1,35,35,,
1263,2019,7,26,Neah Bay,Jameal Samhouri,Kinsey Frick,N,5,BOT,1,,17,4,L,S,,51,EMLA,ALL,1,8,8,,
1264,2019,7,26,Neah Bay,Jameal Samhouri,Kinsey Frick,N,5,BOT,1,,17,4,L,S,,51,RHNI,ALL,1,7,7,,
1265,2019,7,26,Neah Bay,Jameal Samhouri,Kinsey Frick,N,5,BOT,1,,17,4,L,S,,51,COTT,ALL,1,5,5,,
1266,2019,7,26,Neah Bay,Jameal Samhouri,Kinsey Frick,N,5,BOT,1,,17,4,L,S,,51,CLUP,ALL,25,7,7,,
1267,2019,7,26,Neah Bay,Jameal Samhouri,Kinsey Frick,N,5,BOT,2,,13,4,L,S,,52,SEBYT,ALL,1,3,3,,
1268,2019,7,26,Neah Bay,Jameal Samhouri,Kinsey Frick,N,5,BOT,2,,13,4,L,S,,52,EMLA,ALL,1,30,30,,
1269,2019,7,26,Neah Bay,Jameal Samhouri,Kinsey Frick,N,5,BOT,2,,13,4,L,S,,52,EMLA,ALL,1,35,35,,
1270,2019,7,26,Neah Bay,Jameal Samhouri,Kinsey Frick,N,5,BOT,2,,13,4,L,S,,52,HEDE,ALL,1,7,7,,
1271,2019,7,26,Neah Bay,Jameal Samhouri,Kinsey Frick,N,5,BOT,2,,13,4,L,S,,52,HEDE,ALL,1,20,20,,
1272,2019,7,26,Neah Bay,Jameal Samhouri,Kinsey Frick,N,5,BOT,2,,13,4,L,S,,52,OPEL,ALL,1,58,58,,
=======
1259,2019,7,26,Neah Bay,Jameal Samhouri,Kinsey Frick,N,5,BOT,1,,17,4.0,L,S,,51,SEBYT,ALL,11,3,3,,
1260,2019,7,26,Neah Bay,Jameal Samhouri,Kinsey Frick,N,5,BOT,1,,17,4.0,L,S,,51,SEME,ALL,1,20,20,,
1261,2019,7,26,Neah Bay,Jameal Samhouri,Kinsey Frick,N,5,BOT,1,,17,4.0,L,S,,51,HEDE,ALL,1,15,15,,
1262,2019,7,26,Neah Bay,Jameal Samhouri,Kinsey Frick,N,5,BOT,1,,17,4.0,L,S,,51,HEDE,ALL,1,35,35,,
1263,2019,7,26,Neah Bay,Jameal Samhouri,Kinsey Frick,N,5,BOT,1,,17,4.0,L,S,,51,EMLA,ALL,1,8,8,,
1264,2019,7,26,Neah Bay,Jameal Samhouri,Kinsey Frick,N,5,BOT,1,,17,4.0,L,S,,51,RHNI,ALL,1,7,7,,
1265,2019,7,26,Neah Bay,Jameal Samhouri,Kinsey Frick,N,5,BOT,1,,17,4.0,L,S,,51,COTT,ALL,1,5,5,,
1266,2019,7,26,Neah Bay,Jameal Samhouri,Kinsey Frick,N,5,BOT,1,,17,4.0,L,S,,51,CLUP,ALL,25,7,7,,
1267,2019,7,26,Neah Bay,Jameal Samhouri,Kinsey Frick,N,5,BOT,2,,13,4.0,L,S,,52,SEBYT,ALL,1,3,3,,
1268,2019,7,26,Neah Bay,Jameal Samhouri,Kinsey Frick,N,5,BOT,2,,13,4.0,L,S,,52,EMLA,ALL,1,30,30,,
1269,2019,7,26,Neah Bay,Jameal Samhouri,Kinsey Frick,N,5,BOT,2,,13,4.0,L,S,,52,EMLA,ALL,1,35,35,,
1270,2019,7,26,Neah Bay,Jameal Samhouri,Kinsey Frick,N,5,BOT,2,,13,4.0,L,S,,52,HEDE,ALL,1,7,7,,
1271,2019,7,26,Neah Bay,Jameal Samhouri,Kinsey Frick,N,5,BOT,2,,13,4.0,L,S,,52,HEDE,ALL,1,20,20,,
1272,2019,7,26,Neah Bay,Jameal Samhouri,Kinsey Frick,N,5,BOT,2,,13,4.0,L,S,,52,OPEL,ALL,1,58,58,,
>>>>>>> master
1273,2019,7,26,Neah Bay,Jameal Samhouri,Kinsey Frick,N,5,BOT,3,,14,4.3,L,E,,50,RYOY,ALL,9,5,5,,
1274,2019,7,26,Neah Bay,Jameal Samhouri,Kinsey Frick,N,5,BOT,3,,14,4.3,L,E,,50,EMLA,ALL,1,20,20,,
1275,2019,7,26,Neah Bay,Jameal Samhouri,Kinsey Frick,N,5,BOT,3,,14,4.3,L,E,,50,EMLA,ALL,1,30,30,,
1276,2019,7,26,Neah Bay,Jameal Samhouri,Kinsey Frick,N,5,BOT,3,,14,4.3,L,E,,50,HEDE,ALL,1,20,20,,
1277,2019,7,26,Neah Bay,Jameal Samhouri,Kinsey Frick,N,5,BOT,3,,14,4.3,L,E,,50,HEDE,ALL,1,25,25,,
1278,2019,7,26,Neah Bay,Jameal Samhouri,Kinsey Frick,N,5,BOT,3,,14,4.3,L,E,,50,RIMU,ALL,1,3,3,,
1279,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,5,BOT,1,,12,5.5,L,120,,51,SEBYT,ALL,2,5,5,,
1280,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,5,BOT,1,,12,5.5,L,120,,51,HEDE,ALL,1,10,10,,FEMALE
1281,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,5,BOT,1,,12,5.5,L,120,,51,HEDE,ALL,1,20,20,,MALE
1282,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,5,BOT,2,,11,3.8,L,120,,51,SEBYT,ALL,5,5,5,,
1283,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,5,BOT,2,,11,3.8,L,120,,51,SEBYT,ALL,1,6,6,,
1284,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,5,BOT,2,,11,3.8,L,120,,51,CLUP,ALL,123,5,5,,
1285,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,5,BOT,2,,11,3.8,L,120,,51,HEDE,ALL,1,15,15,,FEMALE
1286,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,5,BOT,2,,11,3.8,L,120,,51,EMLA,ALL,1,25,25,,
1287,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,5,BOT,3,,12,4.9,L,120,,50,SEPI,ALL,1,5,5,,
1288,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,5,BOT,3,,12,4.9,L,120,,50,HEDE,ALL,1,30,30,,MALE
1289,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,5,BOT,3,,12,4.9,L,120,,50,HEHE,ALL,1,20,20,,
1290,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,5,BOT,3,,12,4.9,L,120,,50,RHNI,ALL,2,7,7,,
1291,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,5,BOT,4,,11,4.8,L,120,,51,HEDE,ALL,2,10,10,,
1292,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,5,BOT,4,,11,4.8,L,120,,51,HEDE,ALL,1,30,30,,MALE
<<<<<<< HEAD
1293,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,10,BOT,1,,28,4,L,120,,51,SEME,ALL,2,30,30,,
1294,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,10,BOT,1,,28,4,L,120,,51,SEME,ALL,6,35,35,,
1295,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,10,BOT,1,,28,4,L,120,,51,SEME,ALL,4,40,40,,
1296,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,10,BOT,1,,28,4,L,120,,51,SEME,ALL,2,45,45,,
1297,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,10,BOT,1,,28,4,L,120,,51,SECA,ALL,1,30,30,,
1298,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,10,BOT,1,,28,4,L,120,,51,HEDE,ALL,1,35,35,,MALE
1299,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,10,BOT,1,,28,4,L,120,,51,AUFL,ALL,1,10,10,,
1300,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,10,BOT,1,,28,4,L,120,,51,OPEL,ALL,1,40,40,,
=======
1293,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,10,BOT,1,,28,4.0,L,120,,51,SEME,ALL,2,30,30,,
1294,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,10,BOT,1,,28,4.0,L,120,,51,SEME,ALL,6,35,35,,
1295,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,10,BOT,1,,28,4.0,L,120,,51,SEME,ALL,4,40,40,,
1296,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,10,BOT,1,,28,4.0,L,120,,51,SEME,ALL,2,45,45,,
1297,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,10,BOT,1,,28,4.0,L,120,,51,SECA,ALL,1,30,30,,
1298,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,10,BOT,1,,28,4.0,L,120,,51,HEDE,ALL,1,35,35,,MALE
1299,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,10,BOT,1,,28,4.0,L,120,,51,AUFL,ALL,1,10,10,,
1300,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,10,BOT,1,,28,4.0,L,120,,51,OPEL,ALL,1,40,40,,
>>>>>>> master
1301,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,10,BOT,2,,26,5.6,L,120,,51,SEME,ALL,1,25,25,,
1302,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,10,BOT,2,,26,5.6,L,120,,51,SEME,ALL,6,35,35,,
1303,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,10,BOT,2,,26,5.6,L,120,,51,SEME,ALL,2,40,40,,
1304,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,10,BOT,2,,26,5.6,L,120,,51,SEME,ALL,5,45,45,,
1305,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,10,BOT,2,,26,5.6,L,120,,51,SECA,ALL,1,30,30,,
1306,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,10,BOT,2,,26,5.6,L,120,,51,SECA,ALL,1,45,45,,
1307,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,10,BOT,2,,26,5.6,L,120,,51,EMLA,ALL,2,30,30,,
1308,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,10,BOT,2,,26,5.6,L,120,,51,SENE,ALL,1,25,25,,
1309,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,10,BOT,2,,26,5.6,L,120,,51,SENE,ALL,1,30,30,,
1310,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,10,BOT,2,,26,5.6,L,120,,51,HEDE,ALL,1,35,35,,MALE
1311,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,10,BOT,2,,26,5.6,L,120,,51,HEDE,ALL,3,40,40,,
1312,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,10,BOT,2,,26,5.6,L,120,,51,RYOY,ALL,1,6,6,,
1313,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,10,BOT,3,,25,6.2,L,120,,51,SECA,ALL,1,3,3,,
1314,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,10,BOT,3,,25,6.2,L,120,,51,SECA,ALL,1,35,35,,
1315,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,10,BOT,3,,25,6.2,L,120,,51,SEME,ALL,1,30,30,,
1316,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,10,BOT,3,,25,6.2,L,120,,51,SEME,ALL,2,40,40,,
1317,2019,7,26,Neah Bay,Nick Tolimieri,Steve Lonhart,S,10,BOT,3,,25,6.2,L,120,,51,SEME,ALL,3,35,35,,
