sort order,YEAR,MONTH,DAY,SITE,OBSERVER,BUDDY,SIDE,ZONE,LEVEL,TRANSECT,DEPTH_M,DEPTH_FT,VIS_M,SURGE,HEADING,TEMP_C,TEMP_F,SPECIES,SEGMENT,QUANTITY,SIZE (MIN),SIZE (MAX),Cntrl+a,Notes,  ,Meters Completed,Macro %  can_seg1,Macro %  can_seg2,Macro % can_seg3,MacroLT5stp_seg1,MacroLT5stp_seg2,MacroLT5stp_seg3,Macro5-15stp_seg1,Macro5-15stp_seg2,Macro5-15stp_seg3,MacroGT15stp_seg1,MacroGT15stp_seg2,MacroGT15stp_seg3,Nereostipes_seg1,Nereostipes_seg2,Nereostipes_seg3,Nereobundles_seg1,Nereobundles_seg2,Nereobundles_seg3
286,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,2,10,BOT,3,,27,2.5,L,90,,53,SEME,ALL,11,40,40,,,,,,,,,,,,,,,,,,,,,,
287,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,2,10,BOT,3,,27,2.5,L,90,,53,HEDE,ALL,1,20,20,,,,,,,,,,,,,,,,,,,,,,
288,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,2,10,BOT,3,,27,2.5,L,90,,53,HEDE,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
289,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,2,10,BOT,3,,27,2.5,L,90,,53,HEDE,ALL,2,30,30,,,,,,,,,,,,,,,,,,,,,,
290,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,2,10,BOT,4,,18,1.5,L,60,,52,SEME,ALL,4,30,30,,,,,,,,,,,,,,,,,,,,,,
291,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,2,10,BOT,4,,18,1.5,L,60,,52,SEME,ALL,7,35,35,,,,,,,,,,,,,,,,,,,,,,
292,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,2,10,BOT,4,,18,1.5,L,60,,52,SEME,ALL,5,40,40,,,,,,,,,,,,,,,,,,,,,,
293,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,2,10,BOT,4,,18,1.5,L,60,,52,EMLA,ALL,1,15,15,,,,,,,,,,,,,,,,,,,,,,
294,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,2,10,BOT,4,,18,1.5,L,60,,52,HEDE,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
295,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,2,10,BOT,5,,27,2.5,L,60,,52,SEME,ALL,2,25,25,,,,,,,,,,,,,,,,,,,,,,
296,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,2,10,BOT,5,,27,2.5,L,60,,52,SEME,ALL,7,35,35,,,,,,,,,,,,,,,,,,,,,,
297,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,2,10,BOT,5,,27,2.5,L,60,,52,SEME,ALL,5,40,40,,,,,,,,,,,,,,,,,,,,,,
298,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,2,10,BOT,5,,27,2.5,L,60,,52,HEDE,ALL,1,20,20,,,,,,,,,,,,,,,,,,,,,,
299,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,2,10,BOT,5,,27,2.5,L,60,,52,HEDE,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
300,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,2,10,BOT,6,,30,2.5,L,60,,51,EMLA,ALL,1,15,15,,,,,,,,,,,,,,,,,,,,,,
301,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,2,10,BOT,6,,30,2.5,L,60,,51,EMLA,ALL,1,20,20,,,,,,,,,,,,,,,,,,,,,,
302,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,2,10,BOT,6,,30,2.5,L,60,,51,HEDE,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
303,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,1,10,BOT,1,,30,2.5,L,60,,54,SEME,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
304,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,1,10,BOT,1,,30,2.5,L,60,,54,SEME,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
305,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,1,10,BOT,1,,30,2.5,L,60,,54,HEDE,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
306,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,1,10,BOT,1,,30,2.5,L,60,,54,HEDE,ALL,2,30,30,,,,,,,,,,,,,,,,,,,,,,
307,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,1,10,BOT,1,,30,2.5,L,60,,54,SCMA,ALL,1,40,40,,,,,,,,,,,,,,,,,,,,,,
308,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,1,10,BOT,2,,33,2.5,L,90,,54,SEME,ALL,2,30,30,,,,,,,,,,,,,,,,,,,,,,
309,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,1,10,BOT,2,,33,2.5,L,90,,54,SEME,ALL,8,35,35,,,,,,,,,,,,,,,,,,,,,,
310,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,1,10,BOT,2,,33,2.5,L,90,,54,HEDE,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
311,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,1,10,BOT,2,,33,2.5,L,90,,54,HEDE,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
312,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,1,10,BOT,3,,30,2.5,L,120,,50,SEME,ALL,5,40,40,,,,,,,,,,,,,,,,,,,,,,
313,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,1,10,BOT,3,,30,2.5,L,120,,50,EMLA,ALL,2,15,15,,,,,,,,,,,,,,,,,,,,,,
314,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,1,10,BOT,3,,30,2.5,L,120,,50,HEDE,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
315,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,1,10,BOT,3,,30,2.5,L,120,,50,HEDE,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
316,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,1,10,BOT,4,,30,2.5,L,90,,50,SEME,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
317,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,1,10,BOT,4,,30,2.5,L,90,,50,SEME,ALL,5,35,35,,,,,,,,,,,,,,,,,,,,,,
318,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,1,10,BOT,4,,30,2.5,L,90,,50,SEME,ALL,5,40,40,,,,,,,,,,,,,,,,,,,,,,
319,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,1,10,BOT,4,,30,2.5,L,90,,50,SENE,ALL,1,35,35,,,,,,,,,,,,,,,,,,,,,,
320,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,1,10,BOT,4,,30,2.5,L,90,,50,EMLA,ALL,2,15,15,,,,,,,,,,,,,,,,,,,,,,
321,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,1,10,BOT,4,,30,2.5,L,90,,50,EMLA,ALL,2,20,20,,,,,,,,,,,,,,,,,,,,,,
322,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,1,10,BOT,4,,30,2.5,L,90,,50,HEDE,ALL,1,20,20,,,,,,,,,,,,,,,,,,,,,,
323,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,1,10,BOT,4,,30,2.5,L,90,,50,HEDE,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
324,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,1,10,BOT,4,,30,2.5,L,90,,50,SCMA,ALL,1,50,50,,,,,,,,,,,,,,,,,,,,,,
325,2017,8,2,Cape Alava,Kelly Andrews,Kinsey Frick,1,10,BOT,5,,30,2.5,L,90,,50,HEDE,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
326,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,2,5,BOT,1,,15,2.8,L,60,,54,SEME,ALL,1,7,7,,,,,,,,,,,,,,,,,,,,,,
327,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,2,5,BOT,1,,15,2.8,L,60,,54,SEME,ALL,1,10,10,,,,,,,,,,,,,,,,,,,,,,
328,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,2,5,BOT,1,,15,2.8,L,60,,54,SEME,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
329,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,2,5,BOT,1,,15,2.8,L,60,,54,SEME,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
330,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,2,5,BOT,1,,15,2.8,L,60,,54,SEME,ALL,3,35,35,,,,,,,,,,,,,,,,,,,,,,
331,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,2,5,BOT,1,,15,2.8,L,60,,54,EMLA,ALL,1,15,15,,,,,,,,,,,,,,,,,,,,,,
332,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,2,5,BOT,1,,15,2.8,L,60,,54,EMLA,ALL,3,20,20,,,,,,,,,,,,,,,,,,,,,,
333,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,2,5,BOT,1,,15,2.8,L,60,,54,EMLA,ALL,2,30,30,,,,,,,,,,,,,,,,,,,,,,
334,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,2,5,BOT,1,,15,2.8,L,60,,54,HEDE,ALL,1,20,20,,,,,,,,,,,,,,,,,,,,,,
335,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,2,5,BOT,1,,15,2.8,L,60,,54,RYOY,ALL,3,2,2,,,,,,,,,,,,,,,,,,,,,,
336,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,2,5,BOT,1,,15,2.8,L,60,,54,RHVA,ALL,2,15,15,,,,,,,,,,,,,,,,,,,,,,
337,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,2,5,BOT,1,,15,2.8,L,60,,54,EMBI,ALL,1,10,10,,,,,,,,,,,,,,,,,,,,,,
338,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,2,5,BOT,2,,15,3.0,L,60,,52,SEME,ALL,1,35,35,,,,,,,,,,,,,,,,,,,,,,
339,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,2,5,BOT,2,,15,3.0,L,60,,52,EMBI,ALL,1,10,10,,,,,,,,,,,,,,,,,,,,,,
340,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,2,5,BOT,2,,15,3.0,L,60,,52,EMLA,ALL,1,10,10,,,,,,,,,,,,,,,,,,,,,,
341,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,2,5,BOT,2,,15,3.0,L,60,,52,EMLA,ALL,1,20,20,,,,,,,,,,,,,,,,,,,,,,
342,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,2,5,BOT,2,,15,3.0,L,60,,52,RHVA,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
343,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,2,5,BOT,3,,15,2.5,L,60,,52,SEME,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
344,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,2,5,BOT,3,,15,2.5,L,60,,52,SEME,ALL,4,30,30,,,,,,,,,,,,,,,,,,,,,,
345,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,2,5,BOT,3,,15,2.5,L,60,,52,SEME,ALL,4,35,35,,,,,,,,,,,,,,,,,,,,,,
346,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,2,5,BOT,3,,15,2.5,L,60,,52,SEME,ALL,3,40,40,,,,,,,,,,,,,,,,,,,,,,
347,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,2,5,BOT,3,,15,2.5,L,60,,52,SEME,ALL,1,45,45,,,,,,,,,,,,,,,,,,,,,,
348,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,2,5,BOT,3,,15,2.5,L,60,,52,EMLA,ALL,1,15,15,,,,,,,,,,,,,,,,,,,,,,
349,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,2,5,BOT,3,,15,2.5,L,60,,52,EMLA,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
350,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,2,5,BOT,3,,15,2.5,L,60,,52,EMLA,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
351,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,2,5,BOT,3,,15,2.5,L,60,,52,OPEL,ALL,1,35,35,,,,,,,,,,,,,,,,,,,,,,
352,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,2,5,BOT,4,,15,3.0,L,60,,52,SEBYTy,ALL,1,3,3,,,,,,,,,,,,,,,,,,,,,,
353,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,2,5,BOT,4,,15,3.0,L,60,,52,SEME,ALL,1,20,20,,,,,,,,,,,,,,,,,,,,,,
354,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,2,5,BOT,4,,15,3.0,L,60,,52,SEME,ALL,2,30,30,,,,,,,,,,,,,,,,,,,,,,
355,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,2,5,BOT,4,,15,3.0,L,60,,52,SEME,ALL,5,35,35,,,,,,,,,,,,,,,,,,,,,,
356,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,2,5,BOT,4,,15,3.0,L,60,,52,SEME,ALL,2,40,40,,,,,,,,,,,,,,,,,,,,,,
357,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,2,5,BOT,4,,15,3.0,L,60,,52,SEME,ALL,2,45,45,,,,,,,,,,,,,,,,,,,,,,
358,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,2,5,BOT,4,,15,3.0,L,60,,52,EMLA,ALL,2,20,20,,,,,,,,,,,,,,,,,,,,,,
359,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,2,5,BOT,4,,15,3.0,L,60,,52,EMLA,ALL,8,25,25,,,,,,,,,,,,,,,,,,,,,,
360,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,2,5,BOT,4,,15,3.0,L,60,,52,HEDE,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
361,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,2,5,BOT,4,,15,3.0,L,60,,52,HEDE,ALL,1,35,35,,,,,,,,,,,,,,,,,,,,,,
362,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,1,5,BOT,1,,15,2.5,L,270,,53,SEME,ALL,1,35,35,,,,,,,,,,,,,,,,,,,,,,
363,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,1,5,BOT,1,,15,2.5,L,270,,53,SEME,ALL,2,40,40,,,,,,,,,,,,,,,,,,,,,,
364,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,1,5,BOT,1,,15,2.5,L,270,,53,EMLA,ALL,2,15,15,,,,,,,,,,,,,,,,,,,,,,
365,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,1,5,BOT,1,,15,2.5,L,270,,53,EMLA,ALL,3,20,20,,,,,,,,,,,,,,,,,,,,,,
366,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,1,5,BOT,1,,15,2.5,L,270,,53,EMLA,ALL,2,25,25,,,,,,,,,,,,,,,,,,,,,,
367,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,1,5,BOT,1,,15,2.5,L,270,,53,HEDE,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
368,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,1,5,BOT,2,,15,2.5,L,270,,52,SEME,ALL,1,40,40,,,,,,,,,,,,,,,,,,,,,,
369,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,1,5,BOT,2,,15,2.5,L,270,,52,HEDE,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
370,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,1,5,BOT,2,,15,2.5,L,270,,52,SEBYTy,ALL,1,5,5,,,,,,,,,,,,,,,,,,,,,,
371,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,1,5,BOT,2,,15,2.5,L,270,,52,SEBYTy,ALL,1,3,3,,,,,,,,,,,,,,,,,,,,,,
372,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,1,5,BOT,3,,15,3.2,L,270,,51,SEME,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
373,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,1,5,BOT,3,,15,3.2,L,270,,51,EMLA,ALL,1,15,15,,,,,,,,,,,,,,,,,,,,,,
374,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,1,5,BOT,3,,15,3.2,L,270,,51,SEBYTy,ALL,1,2,2,,,,,,,,,,,,,,,,,,,,,,
375,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,1,5,BOT,4,,15,3.2,L,270,,51,SEBYTy,ALL,1,3,3,,,,,,,,,,,,,,,,,,,,,,
376,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,1,5,BOT,4,,15,3.2,L,270,,51,SEME,ALL,1,20,20,,,,,,,,,,,,,,,,,,,,,,
377,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,1,5,BOT,4,,15,3.2,L,270,,51,SEME,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
378,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,1,5,BOT,4,,15,3.2,L,270,,51,SEME,ALL,4,35,35,,,,,,,,,,,,,,,,,,,,,,
379,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,1,5,BOT,4,,15,3.2,L,270,,51,SEME,ALL,1,40,40,,,,,,,,,,,,,,,,,,,,,,
380,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,1,5,BOT,4,,15,3.2,L,270,,51,EMLA,ALL,2,15,15,,,,,,,,,,,,,,,,,,,,,,
381,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,1,5,BOT,4,,15,3.2,L,270,,51,EMLA,ALL,1,20,20,,,,,,,,,,,,,,,,,,,,,,
382,2017,8,2,Cape Alava,Nick Tolimieri,Steve Lonhart,1,5,BOT,4,,15,3.2,L,270,,51,HEDE,ALL,2,25,25,,,,,,,,,,,,,,,,,,,,,,
383,2017,7,31,Cape Johnson,Nick Tolimieri,Chris Harvey,1,10,BOT,1,,17,2.0,L,90,,51,OXPI,ALL,1,20,20,,,,,,,,,,,,,,,,,,,,,,
384,2017,7,31,Cape Johnson,Nick Tolimieri,Chris Harvey,1,10,BOT,2,,18,2.0,L,60,,50,SEME,ALL,1,20,20,,,,,,,,,,,,,,,,,,,,,,
385,2017,7,31,Cape Johnson,Nick Tolimieri,Chris Harvey,1,10,BOT,3,,17,2.0,L,30,,51,NO_ORG,ALL,,,,,,,,,,,,,,,,,,,,,,,,,
386,2017,7,31,Cape Johnson,Nick Tolimieri,Chris Harvey,1,10,BOT,4,,15,2.0,L,60,,51,NO_ORG,ALL,,,,,,,,,,,,,,,,,,,,,,,,,
387,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,1,5,BOT,1,,15,1.7,L,0,,52,SEBYTy,ALL,17,5,5,,,,,,,,,,,,,,,,,,,,,,
388,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,1,5,BOT,1,,15,1.7,L,0,,52,SEBYTy,ALL,2,6,6,,,,,,,,,,,,,,,,,,,,,,
389,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,1,5,BOT,1,,15,1.7,L,0,,52,RYOY,ALL,1,4,4,,,,,,,,,,,,,,,,,,,,,,
390,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,1,5,BOT,1,,15,1.7,L,0,,52,SEME,ALL,1,37,37,,,,,,,,,,,,,,,,,,,,,,
391,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,1,5,BOT,2,,13,1.7,L,0,,50,SEBYTy,ALL,8,7,7,,,,,,,,,,,,,,,,,,,,,,
392,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,1,5,BOT,2,,13,1.7,L,0,,50,SEBYTy,ALL,2,8,8,,,,,,,,,,,,,,,,,,,,,,
393,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,1,5,BOT,2,,13,1.7,L,0,,50,SEME,ALL,1,27,27,,,,,,,,,,,,,,,,,,,,,,
394,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,1,5,BOT,2,,13,1.7,L,0,,50,SEME,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
395,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,1,5,BOT,2,,13,1.7,L,0,,50,SEME,ALL,1,35,35,,,,,,,,,,,,,,,,,,,,,,
396,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,1,5,BOT,2,,13,1.7,L,0,,50,EMLA,ALL,1,10,10,,,,,,,,,,,,,,,,,,,,,,
397,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,1,5,BOT,3,,12,1.7,L,10,,52,SEBYTy,ALL,4,6,6,,,,,,,,,,,,,,,,,,,,,,
398,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,1,5,BOT,3,,12,1.7,L,10,,52,SEBYTy,ALL,2,7,7,,,,,,,,,,,,,,,,,,,,,,
399,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,1,5,BOT,3,,12,1.7,L,10,,52,EMLA,ALL,1,9,9,,,,,,,,,,,,,,,,,,,,,,
400,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,1,5,BOT,3,,12,1.7,L,10,,52,EMLA,ALL,1,41,41,,,,,,,,,,,,,,,,,,,,,,
401,2017,7,31,Cape Johnson,Nick Tolimieri,Chris Harvey,2,10,BOT,1,,18,1.5,L,210,,53,NO_ORG,ALL,,,,,,,,,,,,,,,,,,,,,,,,,
402,2017,7,31,Cape Johnson,Nick Tolimieri,Chris Harvey,2,10,BOT,2,,17,1.5,L,210,,53,ENBI,ALL,1,10,10,,,,,,,,,,,,,,,,,,,,,,
403,2017,7,31,Cape Johnson,Nick Tolimieri,Chris Harvey,2,10,BOT,3,,16,1.9,L,180,,50,NO_ORG,ALL,,,,,,,,,,,,,,,,,,,,,,,,,
404,2017,7,31,Cape Johnson,Nick Tolimieri,Chris Harvey,2,10,BOT,4,,15,1.8,L,180,,50,EMLA,ALL,1,4,4,,,,,,,,,,,,,,,,,,,,,,
405,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,2,5,BOT,1,,12,2.1,L,180,,54,SEME,ALL,1,32,32,,,,,,,,,,,,,,,,,,,,,,
406,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,2,5,BOT,1,,12,2.1,L,180,,54,SEME,ALL,1,35,35,,,,,,,,,,,,,,,,,,,,,,
407,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,2,5,BOT,1,,12,2.1,L,180,,54,HEDE,ALL,1,16,16,,,,,,,,,,,,,,,,,,,,,,
408,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,2,5,BOT,1,,12,2.1,L,180,,54,SCMA,ALL,1,31,31,,,,,,,,,,,,,,,,,,,,,,
409,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,2,5,BOT,2,,13,2.1,L,180,,50,NO_ORG,ALL,,,,,,,,,,,,,,,,,,,,,,,,,
410,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,2,5,BOT,3,,13,2.1,L,10,,50,SEME,ALL,1,6,6,,,,,,,,,,,,,,,,,,,,,,
411,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,2,5,BOT,3,,13,2.1,L,10,,50,RYOY,ALL,1,5,5,,,,,,,,,,,,,,,,,,,,,,
412,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,2,5,BOT,3,,13,2.1,L,10,,50,EMLA,ALL,1,31,31,,,,,,,,,,,,,,,,,,,,,,
413,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,2,5,BOT,4,,14,2.1,L,100,,50,SEME,ALL,2,33,33,,,,,,,,,,,,,,,,,,,,,,
414,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,2,5,BOT,4,,14,2.1,L,100,,50,SEME,ALL,2,37,37,,,,,,,,,,,,,,,,,,,,,,
415,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,2,5,BOT,4,,14,2.1,L,100,,50,SEME,ALL,2,42,42,,,,,,,,,,,,,,,,,,,,,,
416,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,2,5,BOT,4,,14,2.1,L,100,,50,EMLA,ALL,1,17,17,,,,,,,,,,,,,,,,,,,,,,
417,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,2,5,BOT,4,,14,2.1,L,100,,50,EMLA,ALL,1,26,26,,,,,,,,,,,,,,,,,,,,,,
418,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,2,5,BOT,4,,14,2.1,L,100,,50,EMLA,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
419,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,2,5,BOT,4,,14,2.1,L,100,,50,EMLA,ALL,1,40,40,,,,,,,,,,,,,,,,,,,,,,
420,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,2,5,BOT,5,,13,2.1,L,190,,50,EMLA,ALL,1,24,24,,,,,,,,,,,,,,,,,,,,,,
421,2017,7,31,Cape Johnson,Steve Lonhart,Kinsey Frick,2,5,BOT,5,,13,2.1,L,190,,50,RYOY,ALL,1,,,,,,,,,,,,,,,,,,,,,,,,
422,2017,8,3,Tatoosh Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,1,,15,7.6,L,,,55,SEBYTy,ALL,2,4,4,,,,,,,,,,,,,,,,,,,,,,
423,2017,8,3,Tatoosh Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,1,,15,7.6,L,,,55,EMLA,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
424,2017,8,3,Tatoosh Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,1,,15,7.6,L,,,55,HEDE,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
425,2017,8,3,Tatoosh Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,1,,15,7.6,L,,,55,OPEL,ALL,1,40,40,,,,,,,,,,,,,,,,,,,,,,
426,2017,8,3,Tatoosh Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,1,,15,7.6,L,,,55,OPEL,ALL,1,50,50,,,,,,,,,,,,,,,,,,,,,,
427,2017,8,3,Tatoosh Island,Nick Tolimieri,Steve Lonhart,2,5,BOT,2,,15,9.1,L,,,49,SEBYTy,ALL,120,4,4,,,,,,,,,,,,,,,,,,,,,,
