entry order,YEAR,MONTH,DAY,SITE,OBSERVER,BUDDY,SIDE,ZONE,TRANSECT,HEADING,DEPTH (M),DEPTH (FT),SEGMENT,CATEGORY,CLASSCODE,COUNT,Cntrl a,notes,problems,,,,,,,,,,,,,,,,,,,,
5046,2019,7,22,Cape Johnson,Genoa Sullaway,Steve Lonhart,S,5,4,,,9,0-10m,RELIEF,10cm-1m,10,,,,,,,,,,,,,,,,,,,,,,,
5047,2019,7,22,Cape Johnson,Genoa Sullaway,Steve Lonhart,S,5,4,,,9,10-20m,RELIEF,10cm-1m,10,,,,,,,,,,,,,,,,,,,,,,,
5048,2019,7,22,Cape Johnson,Genoa Sullaway,Steve Lonhart,S,5,4,,,9,20-30m,RELIEF,10cm-1m,9,,,,,,,,,,,,,,,,,,,,,,,
5049,2019,7,22,Cape Johnson,Genoa Sullaway,Steve Lonhart,S,5,4,,,9,20-30m,RELIEF,1m-2m,1,,,,,,,,,,,,,,,,,,,,,,,
5050,2019,7,22,Cape Johnson,Genoa Sullaway,Steve Lonhart,S,5,4,,,9,0-10m,COVER,BRANCH,4,,,,,,,,,,,,,,,,,,,,,,,
5051,2019,7,22,Cape Johnson,Genoa Sullaway,Steve Lonhart,S,5,4,,,9,0-10m,COVER,ENCRED,1,,,,,,,,,,,,,,,,,,,,,,,
5052,2019,7,22,Cape Johnson,Genoa Sullaway,Steve Lonhart,S,5,4,,,9,0-10m,COVER,CRUCOR,1,,,,,,,,,,,,,,,,,,,,,,,
5053,2019,7,22,Cape Johnson,Genoa Sullaway,Steve Lonhart,S,5,4,,,9,0-10m,COVER,ARTCOR,2,,,,,,,,,,,,,,,,,,,,,,,
5054,2019,7,22,Cape Johnson,Genoa Sullaway,Steve Lonhart,S,5,4,,,9,0-10m,COVER,MACPYR_HF,2,,,,,,,,,,,,,,,,,,,,,,,
5055,2019,7,22,Cape Johnson,Genoa Sullaway,Steve Lonhart,S,5,4,,,9,10-20m,COVER,SHELL,3,,,,,,,,,,,,,,,,,,,,,,,
5056,2019,7,22,Cape Johnson,Genoa Sullaway,Steve Lonhart,S,5,4,,,9,10-20m,COVER,BRANCH,2,,,,,,,,,,,,,,,,,,,,,,,
5057,2019,7,22,Cape Johnson,Genoa Sullaway,Steve Lonhart,S,5,4,,,9,10-20m,COVER,ENCRED,3,,,,,,,,,,,,,,,,,,,,,,,
5058,2019,7,22,Cape Johnson,Genoa Sullaway,Steve Lonhart,S,5,4,,,9,10-20m,COVER,CRUCOR,1,,,,,,,,,,,,,,,,,,,,,,,
5059,2019,7,22,Cape Johnson,Genoa Sullaway,Steve Lonhart,S,5,4,,,9,10-20m,COVER,ARTCOR,1,,,,,,,,,,,,,,,,,,,,,,,
5060,2019,7,22,Cape Johnson,Genoa Sullaway,Steve Lonhart,S,5,4,,,9,20-30m,COVER,BRANCH,5,,,,,,,,,,,,,,,,,,,,,,,
5061,2019,7,22,Cape Johnson,Genoa Sullaway,Steve Lonhart,S,5,4,,,9,20-30m,COVER,ENCRED,2,,,,,,,,,,,,,,,,,,,,,,,
5062,2019,7,22,Cape Johnson,Genoa Sullaway,Steve Lonhart,S,5,4,,,9,20-30m,COVER,CRUCOR,3,,,,,,,,,,,,,,,,,,,,,,,
5063,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,1,,,,0-10m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
5064,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,1,,,,10-20m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
5065,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,1,,,,20-30m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
5066,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,1,,,,0-10m,RELIEF,0-10cm,1,,,,,,,,,,,,,,,,,,,,,,,
5067,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,1,,,,0-10m,RELIEF,10cm-1m,5,,,,,,,,,,,,,,,,,,,,,,,
5068,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,1,,,,0-10m,RELIEF,1m-2m,2,,,,,,,,,,,,,,,,,,,,,,,
5069,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,1,,,,0-10m,RELIEF,>2m,2,,,,,,,,,,,,,,,,,,,,,,,
5070,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,1,,,,10-20m,RELIEF,>2m,1,,,,,,,,,,,,,,,,,,,,,,,
5071,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,1,,,,10-20m,RELIEF,10cm-1m,6,,,,,,,,,,,,,,,,,,,,,,,
5072,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,1,,,,10-20m,RELIEF,1m-2m,3,,,,,,,,,,,,,,,,,,,,,,,
5073,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,1,,,,20-30m,RELIEF,1m-2m,2,,,,,,,,,,,,,,,,,,,,,,,
5074,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,1,,,,20-30m,RELIEF,>2m,1,,,,,,,,,,,,,,,,,,,,,,,
5075,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,1,,,,20-30m,RELIEF,10cm-1m,7,,,,,,,,,,,,,,,,,,,,,,,
5076,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,1,,,,0-10m,COVER,BRANCH,1,,,,,,,,,,,,,,,,,,,,,,,
5077,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,1,,,,0-10m,COVER,LEAFYRED,2,,,,,,,,,,,,,,,,,,,,,,,
5078,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,1,,,,0-10m,COVER,CRUCOR,1,,,,,,,,,,,,,,,,,,,,,,,
5079,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,1,,,,0-10m,COVER,PTERO,2,,,,,,,,,,,,,,,,,,,,,,,
5080,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,1,,,,0-10m,COVER,BROWNUN,4,,,,,,,,,,,,,,,,,,,,,,,
5081,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,1,,,,10-20m,COVER,BRANCH,2,,,,,,,,,,,,,,,,,,,,,,,
5082,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,1,,,,10-20m,COVER,LEAFYRED,3,,,,,,,,,,,,,,,,,,,,,,,
5083,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,1,,,,10-20m,COVER,ptero,2,,,,,,,,,,,,,,,,,,,,,,,
5084,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,1,,,,10-20m,COVER,BROWNUN,3,,,,,,,,,,,,,,,,,,,,,,,
5085,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,1,,,,20-30m,COVER,BROWNUN,5,,,,,,,,,,,,,,,,,,,,,,,
5086,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,1,,,,20-30m,COVER,PTERO,3,,,,,,,,,,,,,,,,,,,,,,,
5087,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,1,,,,20-30m,COVER,CRUCOR,1,,,,,,,,,,,,,,,,,,,,,,,
5088,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,1,,,,20-30m,COVER,ENCRED,1,,,,,,,,,,,,,,,,,,,,,,,
5089,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,2,,,,0-10m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
5090,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,2,,,,10-20m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
5091,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,2,,,,20-30m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
5092,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,2,,,,0-10m,RELIEF,10cm-1m,1,,,,,,,,,,,,,,,,,,,,,,,
5093,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,2,,,,0-10m,RELIEF,1m-2m,5,,,,,,,,,,,,,,,,,,,,,,,
5094,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,2,,,,0-10m,RELIEF,>2m,4,,,,,,,,,,,,,,,,,,,,,,,
5095,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,2,,,,10-20m,RELIEF,10cm-1m,5,,,,,,,,,,,,,,,,,,,,,,,
5096,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,2,,,,10-20m,RELIEF,1m-2m,5,,,,,,,,,,,,,,,,,,,,,,,
5097,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,2,,,,20-30m,RELIEF,1m-2m,5,,,,,,,,,,,,,,,,,,,,,,,
5098,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,2,,,,20-30m,RELIEF,10cm-1m,3,,,,,,,,,,,,,,,,,,,,,,,
5099,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,2,,,,20-30m,RELIEF,>2m,2,,,,,,,,,,,,,,,,,,,,,,,
5100,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,2,,,,0-10m,COVER,ENCRED,1,,,,,,,,,,,,,,,,,,,,,,,
5101,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,2,,,,0-10m,COVER,PTERO,3,,,,,,,,,,,,,,,,,,,,,,,
5102,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,2,,,,0-10m,COVER,BROWNUN,6,,,,,,,,,,,,,,,,,,,,,,,
5103,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,2,,,,10-20m,COVER,BROWNUN,3,,,,,,,,,,,,,,,,,,,,,,,
5104,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,2,,,,10-20m,COVER,CRUCOR,1,,,,,,,,,,,,,,,,,,,,,,,
5105,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,2,,,,10-20m,COVER,PTERO,5,,,,,,,,,,,,,,,,,,,,,,,
5106,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,2,,,,10-20m,COVER,SPONGE,1,,,,,,,,,,,,,,,,,,,,,,,
5107,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,2,,,,20-30m,COVER,SPONGE,1,,,,,,,,,,,,,,,,,,,,,,,
5108,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,2,,,,20-30m,COVER,SHELL,1,,,,,,,,,,,,,,,,,,,,,,,
5109,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,2,,,,20-30m,COVER,LEAFYRED,1,,,,,,,,,,,,,,,,,,,,,,,
5110,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,2,,,,20-30m,COVER,PTERO,4,,,,,,,,,,,,,,,,,,,,,,,
5111,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,2,,,,20-30m,COVER,BROWNUN,2,,,,,,,,,,,,,,,,,,,,,,,
5112,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,2,,,,20-30m,COVER,COLTUN,1,,,,,,,,,,,,,,,,,,,,,,,
5113,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,3,,,,0-10m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
5114,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,3,,,,10-20m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
5115,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,3,,,,20-30m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
5116,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,3,,,,0-10m,RELIEF,10cm-1m,8,,,,,,,,,,,,,,,,,,,,,,,
5117,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,3,,,,0-10m,RELIEF,1m-2m,2,,,,,,,,,,,,,,,,,,,,,,,
5118,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,3,,,,10-20m,RELIEF,1m-2m,3,,,,,,,,,,,,,,,,,,,,,,,
5119,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,3,,,,10-20m,RELIEF,10cm-1m,5,,,,,,,,,,,,,,,,,,,,,,,
5120,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,3,,,,10-20m,RELIEF,>2m,2,,,,,,,,,,,,,,,,,,,,,,,
5121,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,3,,,,20-30m,RELIEF,>2m,1,,,,,,,,,,,,,,,,,,,,,,,
5122,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,3,,,,20-30m,RELIEF,1m-2m,3,,,,,,,,,,,,,,,,,,,,,,,
5123,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,3,,,,20-30m,RELIEF,10cm-1m,6,,,,,,,,,,,,,,,,,,,,,,,
5124,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,3,,,,0-10m,COVER,SHELL,1,,,,,,,,,,,,,,,,,,,,,,,
5125,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,3,,,,0-10m,COVER,BRANCH,1,,,,,,,,,,,,,,,,,,,,,,,
5126,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,3,,,,0-10m,COVER,LEAFYRED,4,,,,,,,,,,,,,,,,,,,,,,,
5127,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,3,,,,0-10m,COVER,BUSHY,1,,,,,,,,,,,,,,,,,,,,,,,
5128,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,3,,,,0-10m,COVER,ENCRED,1,,,,,,,,,,,,,,,,,,,,,,,
5129,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,3,,,,0-10m,COVER,CRUCOR,1,,,,,,,,,,,,,,,,,,,,,,,
5130,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,3,,,,0-10m,COVER,PTERO,1,,,,,,,,,,,,,,,,,,,,,,,
5131,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,3,,,,10-20m,COVER,PTERO,3,,,,,,,,,,,,,,,,,,,,,,,
5132,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,3,,,,10-20m,COVER,BROWNUN,3,,,,,,,,,,,,,,,,,,,,,,,
5133,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,3,,,,10-20m,COVER,BRANCH,3,,,,,,,,,,,,,,,,,,,,,,,
5134,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,3,,,,10-20m,COVER,LEAFYRED,1,,,,,,,,,,,,,,,,,,,,,,,
5135,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,3,,,,20-30m,COVER,BRANCH,4,,,,,,,,,,,,,,,,,,,,,,,
5136,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,3,,,,20-30m,COVER,ARTCOR,1,,,,,,,,,,,,,,,,,,,,,,,
5137,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,3,,,,20-30m,COVER,PTERO,2,,,,,,,,,,,,,,,,,,,,,,,
5138,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,3,,,,20-30m,COVER,BROWNUN,3,,,,,,,,,,,,,,,,,,,,,,,
5139,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,4,,,,0-10m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
5140,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,4,,,,10-20m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
5141,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,4,,,,20-30m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
5142,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,4,,,,0-10m,RELIEF,10cm-1m,5,,,,,,,,,,,,,,,,,,,,,,,
5143,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,4,,,,0-10m,RELIEF,1m-2m,4,,,,,,,,,,,,,,,,,,,,,,,
5144,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,4,,,,0-10m,RELIEF,>2m,1,,,,,,,,,,,,,,,,,,,,,,,
5145,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,4,,,,10-20m,RELIEF,>2m,3,,,,,,,,,,,,,,,,,,,,,,,
5146,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,4,,,,10-20m,RELIEF,1m-2m,6,,,,,,,,,,,,,,,,,,,,,,,
5147,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,4,,,,10-20m,RELIEF,10cm-1m,1,,,,,,,,,,,,,,,,,,,,,,,
5148,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,4,,,,20-30m,RELIEF,10cm-1m,5,,,,,,,,,,,,,,,,,,,,,,,
5149,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,4,,,,20-30m,RELIEF,1m-2m,5,,,,,,,,,,,,,,,,,,,,,,,
5150,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,4,,,,0-10m,COVER,BRANCH,2,,,,,,,,,,,,,,,,,,,,,,,
5151,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,4,,,,0-10m,COVER,LEAFYRED,1,,,,,,,,,,,,,,,,,,,,,,,
5152,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,4,,,,0-10m,COVER,ENCRED,1,,,,,,,,,,,,,,,,,,,,,,,
5153,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,4,,,,0-10m,COVER,PTERO,1,,,,,,,,,,,,,,,,,,,,,,,
5154,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,4,,,,0-10m,COVER,BROWNUN,5,,,,,,,,,,,,,,,,,,,,,,,
5155,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,4,,,,10-20m,COVER,BROWNUN,4,,,,,,,,,,,,,,,,,,,,,,,
5156,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,4,,,,10-20m,COVER,PTERO,3,,,,,,,,,,,,,,,,,,,,,,,
5157,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,4,,,,10-20m,COVER,ENCRED,1,,,,,,,,,,,,,,,,,,,,,,,
5158,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,4,,,,10-20m,COVER,LEAFYRED,1,,,,,,,,,,,,,,,,,,,,,,,
5159,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,4,,,,10-20m,COVER,BRANCH,1,,,,,,,,,,,,,,,,,,,,,,,
5160,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,4,,,,20-30m,COVER,BRANCH,1,,,,,,,,,,,,,,,,,,,,,,,
5161,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,4,,,,20-30m,COVER,CRUCOR,2,,,,,,,,,,,,,,,,,,,,,,,
5162,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,4,,,,20-30m,COVER,PTERO,1,,,,,,,,,,,,,,,,,,,,,,,
5163,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,5,4,,,,20-30m,COVER,BROWNUN,6,,,,,,,,,,,,,,,,,,,,,,,
5164,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,1,,,,0-10m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
5165,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,1,,,,10-20m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
5166,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,1,,,,20-30m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
5167,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,1,,,,0-10m,RELIEF,10cm-1m,8,,,,,,,,,,,,,,,,,,,,,,,
5168,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,1,,,,0-10m,RELIEF,1m-2m,2,,,,,,,,,,,,,,,,,,,,,,,
5169,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,1,,,,10-20m,RELIEF,1m-2m,3,,,,,,,,,,,,,,,,,,,,,,,
5170,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,1,,,,10-20m,RELIEF,10cm-1m,6,,,,,,,,,,,,,,,,,,,,,,,
5171,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,1,,,,10-20m,RELIEF,>2m,1,,,,,,,,,,,,,,,,,,,,,,,
5172,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,1,,,,20-30m,RELIEF,>2m,4,,,,,,,,,,,,,,,,,,,,,,,
5173,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,1,,,,20-30m,RELIEF,1m-2m,4,,,,,,,,,,,,,,,,,,,,,,,
5174,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,1,,,,20-30m,RELIEF,10cm-1m,2,,,,,,,,,,,,,,,,,,,,,,,
5175,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,1,,,,0-10m,COVER,BRANCH,4,,,,,,,,,,,,,,,,,,,,,,,
5176,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,1,,,,0-10m,COVER,LEAFYRED,3,,,,,,,,,,,,,,,,,,,,,,,
5177,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,1,,,,0-10m,COVER,BUSHY,1,,,,,,,,,,,,,,,,,,,,,,,
5178,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,1,,,,0-10m,COVER,CRUCOR,2,,,,,,,,,,,,,,,,,,,,,,,
5179,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,1,,,,10-20m,COVER,CRUCOR,2,,,,,,,,,,,,,,,,,,,,,,,
5180,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,1,,,,10-20m,COVER,SHELL,1,,,,,,,,,,,,,,,,,,,,,,,
5181,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,1,,,,10-20m,COVER,BRANCH,3,,,,,,,,,,,,,,,,,,,,,,,
5182,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,1,,,,10-20m,COVER,LEAFYRED,2,,,,,,,,,,,,,,,,,,,,,,,
5183,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,1,,,,10-20m,COVER,BUSHY,1,,,,,,,,,,,,,,,,,,,,,,,
5184,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,1,,,,10-20m,COVER,SPONGE,1,,,,,,,,,,,,,,,,,,,,,,,
5185,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,1,,,,20-30m,COVER,LEAFYRED,4,,,,,,,,,,,,,,,,,,,,,,,
5186,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,1,,,,20-30m,COVER,BUSHY,1,,,,,,,,,,,,,,,,,,,,,,,
5187,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,1,,,,20-30m,COVER,ENCRED,2,,,,,,,,,,,,,,,,,,,,,,,
5188,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,1,,,,20-30m,COVER,CRUCOR,1,,,,,,,,,,,,,,,,,,,,,,,
5189,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,1,,,,20-30m,COVER,BROWNUN,1,,,,,,,,,,,,,,,,,,,,,,,
5190,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,1,,,,20-30m,COVER,BARNAC,1,,,,,,,,,,,,,,,,,,,,,,,
5191,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,2,,,27,0-10m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
5192,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,2,,,27,10-20m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
5193,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,2,,,27,20-30m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
5194,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,2,,,27,0-10m,RELIEF,10cm-1m,1,,,,,,,,,,,,,,,,,,,,,,,
5195,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,2,,,27,0-10m,RELIEF,1m-2m,5,,,,,,,,,,,,,,,,,,,,,,,
5196,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,2,,,27,0-10m,RELIEF,>2m,4,,,,,,,,,,,,,,,,,,,,,,,
5197,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,2,,,27,10-20m,RELIEF,>2m,2,,,,,,,,,,,,,,,,,,,,,,,
5198,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,2,,,27,10-20m,RELIEF,1m-2m,4,,,,,,,,,,,,,,,,,,,,,,,
5199,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,2,,,27,10-20m,RELIEF,10cm-1m,4,,,,,,,,,,,,,,,,,,,,,,,
5200,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,2,,,27,20-30m,RELIEF,10cm-1m,5,,,,,,,,,,,,,,,,,,,,,,,
5201,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,2,,,27,20-30m,RELIEF,1m-2m,4,,,,,,,,,,,,,,,,,,,,,,,
5202,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,2,,,27,20-30m,RELIEF,>2m,1,,,,,,,,,,,,,,,,,,,,,,,
5203,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,2,,,27,0-10m,COVER,BRANCH,2,,,,,,,,,,,,,,,,,,,,,,,
5204,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,2,,,27,0-10m,COVER,LEAFYRED,2,,,,,,,,,,,,,,,,,,,,,,,
5205,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,2,,,27,0-10m,COVER,BUSHY,1,,,,,,,,,,,,,,,,,,,,,,,
5206,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,2,,,27,0-10m,COVER,ENCRED,1,,,,,,,,,,,,,,,,,,,,,,,
