Site,Date,Observer,Transect,Quadrat,Quadrat.loc,Depth.ft,Species,Count,Size.cm,Percent.cover,Categorical.abundance,Notes,Transect area (inverts),Transect area (fish),Transect area (stipes),"Echinoderm size (TD, TR, BD, BR; T=Total, B=Basal, D=Diameter, R=Radius, L=length)",,,,,,,,,
Tatoosh,8/6/15,KA,1,4,30,26,Foliose red algae,NA,NA,20,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,KA,1,4,30,26,Coralline encrusting,NA,NA,20,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,KA,1,4,30,26,Bryozoan,NA,NA,20,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,KA,1,4,30,26,Rock,NA,NA,20,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,KA,1,4,30,26,Shell hash,NA,NA,20,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,KA,1,4,30,26,orange cup coral,23,0.5,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,KA,1,4,30,26,green urchin,1,2,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,KA,2,1,10,18,Foliose red algae,NA,NA,30,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,KA,2,1,10,18,Coralline encrusting,NA,NA,10,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,KA,2,1,10,18,Bryozoan,NA,NA,10,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,KA,2,1,10,18,Nereocystis luetkeana,NA,NA,10,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,KA,2,1,10,18,Rock,NA,NA,20,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,KA,2,1,10,18,Shell hash,NA,NA,20,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,KA,2,1,10,18,orange cup coral,4,0.5,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,KA,2,1,10,18,Calliostoma,1,2,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,KA,2,2,16,15,Foliose red algae,NA,NA,40,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,KA,2,2,16,15,Pleurophycus gardneri,NA,NA,30,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,KA,2,2,16,15,Pterygophora californica,NA,NA,20,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,KA,2,2,16,15,Sponge,NA,NA,10,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,KA,2,2,16,15,Diodora aspera,1,4,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,KA,2,2,16,15,Urticina crassicornis,3,5,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,KA,2,3,24,12,Foliose red algae,NA,NA,20,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,KA,2,3,24,12,Coralline encrusting,NA,NA,10,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,KA,2,3,24,12,Pterygophora californica,NA,NA,50,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,KA,2,3,24,12,Coralline upright,NA,NA,20,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,KA,2,3,24,12,Urticina crassicornis,1,10,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,KA,2,3,24,12,Calliostoma,2,2,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,KA,2,4,30,12,Foliose red algae,NA,NA,20,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,KA,2,4,30,12,Pleurophycus gardneri,NA,NA,30,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,KA,2,4,30,12,Costaria costata,NA,NA,50,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,KA,2,4,30,12,Nucella spp.,1,4,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,KA,2,4,30,12,Snail,3,2,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,KA,2,4,30,12,Urticina crassicornis,2,1,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,KA,2,4,30,12,green urchin,1,4,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,KA,2,4,30,12,Henricia leviuscula,1,4,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,KA,2,,,12,Kelp greenling,0,0,,,No fish (added by GW later),,,,,,,,,,,,,
Tatoosh Island,8/6/15,KA,1,NA,NA,NA,Kelp greenling,1,30,NA,NA,,,60,,,,,,,,,,,
Tatoosh Island,8/6/15,KA,1,NA,NA,NA,Black rockfish,1,40,NA,NA,,,60,,,,,,,,,,,
Tatoosh Island,8/6/15,KA,1,NA,NA,NA,Pterygophora californica,15,NA,NA,NA,These are counts from 4 2x2 m quadrats,,,16,,,,,,,,,,
Tatoosh Island,8/6/15,KA,1,NA,NA,NA,Nereocystis luetkeana,18,NA,NA,NA,These are counts from 4 2x2 m quadrats,,,16,,,,,,,,,,
Tatoosh Island,8/6/15,KA,2,NA,NA,NA,Harbor seal,1,180,NA,NA,,,60,,,,,,,,,,,
Tatoosh Island,8/6/15,KA,2,NA,NA,NA,Pterygophora californica,15,NA,NA,NA,These are counts from 4 2x2 m quadrats,,,16,,,,,,,,,,
Tatoosh Island,8/6/15,KA,2,NA,NA,NA,Nereocystis luetkeana,17,NA,NA,NA,These are counts from 4 2x2 m quadrats,,,16,,,,,,,,,,
Tatoosh Island,8/6/15,KA,2,NA,NA,NA,Pleurophycus gardneri,12,NA,NA,NA,These are counts from 4 2x2 m quadrats,,,16,,,,,,,,,,
Cape Alava,8/5/15,KF,1,NA,NA,NA,Nereocystis luetkeana stipes,5,NA,NA,NA,,,,30,,,,,,,,,,
Cape Alava,8/5/15,KF,1,NA,NA,NA,Pterygophora californica stipes,46,NA,NA,NA,,,,30,,,,,,,,,,
Cape Alava,8/5/15,KF,1,NA,NA,NA,Saccharina dentigera stipes,3,NA,NA,NA,,,,30,,,,,,,,,,
Cape Alava,8/5/15,KF,2,NA,NA,NA,Nereocystis luetkeana stipes,17,NA,NA,NA,,,,30,,,,,,,,,,
Cape Alava,8/5/15,KF,2,NA,NA,NA,Pterygophora californica stipes,61,NA,NA,NA,,,,30,,,,,,,,,,
Cape Alava,8/5/15,KF,1,1,27,21,Foliose red algae,NA,NA,60,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,1,1,27,21,Rock with barnacles,NA,NA,20,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,1,1,27,21,Coralline encrusting,NA,NA,20,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,1,1,27,21,lightbulb tunicate,15,NA,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,1,1,27,21,Calliostoma,2,NA,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,1,1,27,21,Nucella spp.,2,NA,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,1,1,27,21,Snail,NA,0.5,NA,A,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,1,2,21,20,Foliose red algae,NA,NA,50,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,1,2,21,20,Rock with barnacles,NA,NA,15,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,1,2,21,20,Coralline encrusting,NA,NA,10,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,1,2,21,20,Sponge,NA,NA,5,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,1,2,21,20,Shell hash,NA,NA,15,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,1,2,21,20,Rock,NA,NA,5,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,1,2,21,20,Dirona,1,NA,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,1,2,21,20,Calliostoma,2,NA,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,1,2,21,20,Nucella spp.,2,NA,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,1,2,21,20,Cancer oregonensis,1,NA,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,1,3,14,22,Rock with barnacles,NA,NA,80,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,1,3,14,22,Coralline encrusting,NA,NA,10,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,1,3,14,22,kelp,NA,NA,10,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,1,3,14,22,orange cup coral,2,NA,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,1,3,14,22,lightbulb tunicate,40,NA,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,1,4,7,20,Foliose red algae,NA,NA,50,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,1,4,7,20,kelp,NA,NA,30,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,1,4,7,20,Calliostoma,1,NA,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,1,4,7,20,Nucella spp.,2,NA,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,1,4,7,20,Rock with barnacles,NA,NA,30,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,2,1,28,19,kelp,NA,NA,10,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,2,1,28,19,Kelp holdfast,NA,NA,5,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,2,1,28,19,Rock with barnacles,NA,NA,20,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,2,1,28,19,Sponge,NA,NA,5,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,2,1,28,19,Coralline encrusting,NA,NA,10,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,2,1,28,19,Foliose red algae,NA,NA,50,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,2,1,28,19,Hermissenda crassicornis,2,NA,NA,NA,plus 4 egg masses,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,2,1,28,19,Tonicella lineata,1,NA,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,2,1,28,19,lightbulb tunicate,20,NA,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,2,1,28,19,Nucella spp.,4,NA,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,2,1,28,19,Montereina nobilis,1,NA,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,2,2,21,19,Foliose red algae,NA,NA,65,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,2,2,21,19,Sponge,NA,NA,5,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,2,2,21,19,Coralline encrusting,NA,NA,10,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,2,2,21,19,Rock,NA,NA,20,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,2,2,21,19,lightbulb tunicate,30,NA,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,2,2,21,19,Snail,10,0.5,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,2,2,21,19,feather duster worm,1,NA,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,2,2,21,19,orange cup coral,1,NA,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,2,3,14,18,Foliose red algae,NA,NA,90,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,2,3,14,18,Coralline encrusting,NA,NA,8,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,2,3,14,18,Rock,NA,NA,2,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,2,3,14,18,Cucumaria,1,NA,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,2,3,14,18,Nucella spp.,1,NA,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,2,4,7,18,kelp,NA,NA,10,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,2,4,7,18,Foliose red algae,NA,NA,80,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,2,4,7,18,Shell hash,NA,NA,10,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,2,4,7,18,Cucumaria,1,NA,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,2,4,7,18,Balanus nubilus,1,NA,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,2,4,7,18,lightbulb tunicate,15,NA,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,2,4,7,18,Anthopleura elegantissima,8,1,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,2,4,7,18,Calliostoma,4,NA,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,2,4,7,18,Styela,1,NA,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,2,4,7,18,orange cup coral,6,NA,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,1,NA,NA,NA,Dermasterias,1,NA,NA,NA,,30,,,,,,,,,,,,
Cape Alava,8/5/15,KF,1,NA,NA,NA,Pisaster,1,NA,NA,NA,,30,,,,,,,,,,,,
Cape Alava,8/5/15,KF,1,NA,NA,NA,Evasterias,1,NA,NA,NA,,30,,,,,,,,,,,,
Cape Alava,8/5/15,KF,1,NA,NA,NA,Rock scallop,1,NA,NA,NA,,30,,,,,,,,,,,,
Cape Alava,8/5/15,KF,1,NA,NA,NA,Montereina nobilis,1,NA,NA,NA,,30,,,,,,,,,,,,
Cape Alava,8/5/15,KF,1,NA,NA,NA,Kelp greenling,1,NA,NA,NA,,,60,,,,,,,,,,,
Cape Alava,8/5/15,KF,1,NA,NA,NA,Red Irish Lord,1,NA,NA,NA,,,60,,,,,,,,,,,
Cape Alava,8/5/15,KF,2,NA,NA,NA,Dermasterias,3,NA,NA,NA,,30,,,,,,,,,,,,
Cape Alava,8/5/15,KF,2,NA,NA,NA,Triophe catalinidae,1,NA,NA,NA,,30,,,,,,,,,,,,
Cape Alava,8/5/15,KF,2,NA,NA,NA,Montereina nobilis,3,NA,NA,NA,,30,,,,,,,,,,,,
Cape Alava,8/5/15,KF,2,NA,NA,NA,Henricia leviuscula,4,NA,NA,NA,,30,,,,,,,,,,,,
Cape Alava,8/5/15,KF,NA,NA,NA,NA,Styela,NA,NA,NA,c,Qualitative,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,NA,NA,NA,NA,Cucumaria,NA,NA,NA,c,Qualitative,,,,,,,,,,,,,
Cape Alava,8/5/15,KF,NA,NA,NA,NA,Ceratostoma,NA,NA,NA,p,Qualitative,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,1,1,7,19,Foliose red algae,NA,NA,25,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,1,1,7,19,Coralline encrusting,NA,NA,10,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,1,1,7,19,Shell hash,NA,NA,35,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,1,1,7,19,Rock,NA,NA,30,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,1,1,7,19,Seastar,1,NA,NA,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,1,1,7,19,hermit crab,1,NA,NA,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,1,2,13,17,Foliose red algae,NA,NA,15,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,1,2,13,17,Coralline encrusting,NA,NA,20,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,1,2,13,17,Shell hash,NA,NA,10,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,1,2,13,17,Cobble,NA,NA,55,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,1,2,13,17,Calliostoma,6,NA,NA,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,1,2,13,17,Doris odhneri,1,NA,NA,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,1,3,21,18,Foliose red algae,NA,NA,10,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,1,3,21,18,Shell hash,NA,NA,30,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,1,3,21,18,kelp,NA,NA,15,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,1,3,21,18,Kelp holdfast,NA,NA,45,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,1,3,21,18,Calliostoma,3,NA,NA,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,1,3,21,18,Bittium,1,NA,NA,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,1,4,27,17,Foliose red algae,NA,NA,50,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,1,4,27,17,Shell hash,NA,NA,30,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,1,4,27,17,Rock,NA,NA,5,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,1,4,27,17,kelp,NA,NA,5,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,1,4,27,17,Brown Algae,NA,NA,10,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,1,4,27,17,Calliostoma,4,NA,NA,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,1,4,27,17,Seastar,1,NA,NA,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,1,4,27,17,Bittium,1,NA,NA,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,1,NA,NA,NA,Stipes,172,NA,NA,NA,"mix of Nereocystis, Pterogophyra, and Macrocystis",,,30,,,,,,,,,,
Cape Johnson,8/4/15,KF,2,NA,NA,NA,Stipes,103,NA,NA,NA,"mix of Nereocystis, Pterogophyra, and Macrocystis",,,30,,,,,,,,,,
Cape Johnson,8/4/15,KF,2,1,28,16,Foliose red algae,NA,NA,20,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,2,1,28,16,Coralline encrusting,NA,NA,20,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,2,1,28,16,Shell hash,NA,NA,40,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,2,1,28,16,Rock,NA,NA,20,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,2,1,28,16,Doris odhneri,1,NA,NA,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,2,1,28,16,Calliostoma,8,NA,NA,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,2,1,28,16,Nucella spp.,1,NA,NA,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,2,1,28,16,Bittium,2,NA,NA,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,2,1,28,16,Lirabuccinum dirum,1,NA,NA,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,2,2,21,15,Foliose red algae,NA,NA,60,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,2,2,21,15,Coralline encrusting,NA,NA,10,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,2,2,21,15,Shell hash,NA,NA,25,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,2,2,21,15,Rock,NA,NA,10,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,2,2,21,15,Cucumaria,1,NA,NA,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,2,2,21,15,Nucella spp.,2,NA,NA,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,2,2,21,15,Bittium,1,NA,NA,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,2,2,21,15,Seastar,1,NA,NA,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,2,3,13,16,Foliose red algae,NA,NA,20,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,2,3,13,16,Coralline encrusting,NA,NA,5,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,2,3,13,16,Shell hash,NA,NA,40,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,2,3,13,16,Rock,NA,NA,20,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,2,3,13,16,kelp,NA,NA,15,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,2,3,13,16,Urticina crassicornis,1,NA,NA,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,2,3,13,16,Calliostoma,6,NA,NA,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,2,3,13,16,Snail,3,NA,NA,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,2,4,6,17,Foliose red algae,NA,NA,25,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,2,4,6,17,Coralline encrusting,NA,NA,10,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,2,4,6,17,Shell hash,NA,NA,65,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,2,4,6,17,Calliostoma,3,NA,NA,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,2,4,6,17,Nucella spp.,1,NA,NA,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,KF,1,NA,NA,NA,Doris odhneri,4,NA,NA,NA,,30,,,TD,,,,,,,,,
Cape Johnson,8/4/15,KF,1,NA,NA,NA,Dermasterias,2,NA,NA,NA,,30,,,TD,,,,,,,,,
Cape Johnson,8/4/15,KF,1,NA,NA,NA,Ceratostoma,1,NA,NA,NA,,30,,,TD,,,,,,,,,
Cape Johnson,8/4/15,KF,2,NA,NA,NA,Doris odhneri,4,NA,NA,NA,,30,,,TD,,,,,,,,,
Destruction Island SW,8/3/15,KF,NA,NA,NA,NA,Evasterias,NA,NA,NA,R,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,NA,NA,NA,NA,Dermasterias,NA,NA,NA,C,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,NA,NA,NA,NA,Henricia leviuscula,NA,NA,NA,C,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,NA,NA,NA,NA,Pisaster,NA,NA,NA,P,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,NA,NA,NA,NA,Metridium,NA,NA,NA,P,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,NA,NA,NA,NA,Styela,NA,NA,NA,C,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,NA,NA,NA,NA,Metandrocarpa,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,NA,NA,NA,NA,Anthopleura xanthogrammica,NA,NA,NA,P,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,NA,NA,NA,NA,Urticina lofotensis,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,NA,NA,NA,NA,Cancer oregonensis,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,NA,NA,NA,NA,Scyra acutifrons,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,NA,NA,NA,NA,hermit crab,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,NA,NA,NA,NA,Cucumaria,NA,NA,NA,P,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,NA,NA,NA,NA,Montereina nobilis,NA,NA,NA,P,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,NA,NA,NA,NA,Dirona,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,NA,NA,NA,NA,Hermissenda crassicornis,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,NA,NA,NA,NA,Triophe catalinidae,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,NA,NA,NA,NA,Calliostoma,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,NA,NA,NA,NA,Ceratostoma,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,NA,NA,NA,NA,Tegula,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,NA,NA,NA,NA,Amphissa,NA,NA,NA,C,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,NA,NA,NA,NA,Nucella spp.,NA,NA,NA,C,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,NA,NA,NA,NA,Acmaea mitra,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,NA,NA,NA,NA,Diodora aspera,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,NA,NA,NA,NA,Gumboot chiton,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,NA,NA,NA,NA,Mopalia lignosa,NA,NA,NA,C,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,NA,NA,NA,NA,feather duster worm,NA,NA,NA,P,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,NA,NA,NA,NA,calcareous tube worm,NA,NA,NA,P,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,NA,NA,NA,NA,Pandalus danae,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,NA,NA,NA,NA,brittle star,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,NA,NA,NA,NA,Mysids,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,NA,NA,NA,NA,Amphipods,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,1,1,2,20,Foliose red algae,NA,NA,95,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,1,NA,NA,NA,Stipes,NA,NA,NA,NA,KF no stipes counted due to conditions; correct species names,,,30,,,,,,,,,,
Destruction Island SW,8/3/15,KF,1,1,2,20,barnacle,NA,NA,5,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,1,1,2,20,Snail,4,NA,NA,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,1,2,5,19,Foliose red algae,NA,NA,90,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,1,2,5,19,Rock with barnacles,NA,NA,5,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,1,2,5,19,Rock,NA,NA,5,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,1,2,5,19,Snail,1,NA,NA,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,1,2,5,19,brittle star,1,NA,NA,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,1,3,14,21,kelp,NA,NA,60,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,1,3,14,21,Foliose red algae,NA,NA,10,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,1,3,14,21,coralline algae,NA,NA,5,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,1,3,14,21,Rock,NA,NA,10,NA,,,,,,,,,,,,,,
