"","site","transect","observer","common.name","species","size_class","year","Count"
"749","Chibadehl Rocks",2,"NT","yellowtail rockfish","SEFL","large",2015,0
"750","Chibadehl Rocks",2,"NT","yellowtail rockfish","SEFL","small",2015,0
"751","Chibadehl Rocks",2,"NT","yellowtail-black yoy","SEBYT","small",2015,0
"752","Chibadehl Rocks",2,"NT",NA,"AMHE",NA,2015,0
"753","Neah Bay",1,"GW","Black rockfish","SEME","large",2015,7
"754","Neah Bay",1,"GW","Blackeye goby","RHNI",NA,2015,0
"755","Neah Bay",1,"GW","Buffalo sculpin","ENBI",NA,2015,0
"756","Neah Bay",1,"GW","Cabezon","SCMA",NA,2015,0
"757","Neah Bay",1,"GW","Copper rockfish","SECA","large",2015,0
"758","Neah Bay",1,"GW","Great sculpin","MYOP",NA,2015,0
"759","Neah Bay",1,"GW","Kelp greenling","HEDE",NA,2015,2
"760","Neah Bay",1,"GW","Lingcod","OPEL",NA,2015,0
"761","Neah Bay",1,"GW","Painted greenling","OXPI",NA,2015,0
"762","Neah Bay",1,"GW","Quillback rockfish","SEMA","large",2015,0
"763","Neah Bay",1,"GW","Red Irish Lord","HEHE",NA,2015,0
"764","Neah Bay",1,"GW","Rock greenling","HELA",NA,2015,0
"765","Neah Bay",1,"GW","Striped seaperch","EMLA",NA,2015,2
"766","Neah Bay",1,"GW","Tubesnout","AUFL",NA,2015,25
"767","Neah Bay",1,"GW","YOY rockfish (black dorsal spots)","RYOY","small",2015,0
"768","Neah Bay",1,"GW","bait-sardines-anchovy","BAITBALL",NA,2015,0
"769","Neah Bay",1,"GW","black rockfish","SEME","small",2015,0
"770","Neah Bay",1,"GW","blue rockfish","SEMY","large",2015,0
"771","Neah Bay",1,"GW","blue rockfish","SEMY","small",2015,0
"772","Neah Bay",1,"GW","c-o sole","PLCO",NA,2015,0
"773","Neah Bay",1,"GW","canary rockfish","SEPI","large",2015,0
"774","Neah Bay",1,"GW","canary rockfish","SEPI","small",2015,0
"775","Neah Bay",1,"GW","china rockfish","SENE","large",2015,0
"776","Neah Bay",1,"GW","china rockfish","SENE","small",2015,0
"777","Neah Bay",1,"GW","copper rockfish","SECA","small",2015,0
"778","Neah Bay",1,"GW","greenlings","HEXA",NA,2015,0
"779","Neah Bay",1,"GW","gunnels","PHOL",NA,2015,0
"780","Neah Bay",1,"GW","herring","CLUP",NA,2015,0
"781","Neah Bay",1,"GW","kelp clingfish","RIMU",NA,2015,0
"782","Neah Bay",1,"GW","longfin sculpin","JOZO",NA,2015,0
"783","Neah Bay",1,"GW","manacled sculpin","SYGI",NA,2015,0
"784","Neah Bay",1,"GW","mosshead warbonnet","CHNU",NA,2015,0
"785","Neah Bay",1,"GW","no_transect_no_data","NO_DATA",NA,2015,0
"786","Neah Bay",1,"GW","pile perch","RHVA",NA,2015,0
"787","Neah Bay",1,"GW","quillback rockfish","SEMA","small",2015,0
"788","Neah Bay",1,"GW","rockfish","SEBSPP","large",2015,0
"789","Neah Bay",1,"GW","rockfish","SEBSPP","small",2015,0
"790","Neah Bay",1,"GW","sanddabs","CITH",NA,2015,0
"791","Neah Bay",1,"GW","scalyhead sculpin","ARHA",NA,2015,0
"792","Neah Bay",1,"GW","sculpin","COTT",NA,2015,0
"793","Neah Bay",1,"GW","surfperch","EMBI",NA,2015,0
"794","Neah Bay",1,"GW","unidentified fish","UNID",NA,2015,0
"795","Neah Bay",1,"GW","whitespotted greenling","HEST",NA,2015,0
"796","Neah Bay",1,"GW","yellowtail rockfish","SEFL","large",2015,0
"797","Neah Bay",1,"GW","yellowtail rockfish","SEFL","small",2015,0
"798","Neah Bay",1,"GW","yellowtail-black yoy","SEBYT","small",2015,0
"799","Neah Bay",1,"GW",NA,"AMHE",NA,2015,0
"800","Neah Bay",1,"KA","Black rockfish","SEME","large",2015,0
"801","Neah Bay",1,"KA","Blackeye goby","RHNI",NA,2015,2
"802","Neah Bay",1,"KA","Buffalo sculpin","ENBI",NA,2015,0
"803","Neah Bay",1,"KA","Cabezon","SCMA",NA,2015,0
"804","Neah Bay",1,"KA","Copper rockfish","SECA","large",2015,0
"805","Neah Bay",1,"KA","Great sculpin","MYOP",NA,2015,0
"806","Neah Bay",1,"KA","Kelp greenling","HEDE",NA,2015,2
"807","Neah Bay",1,"KA","Lingcod","OPEL",NA,2015,0
"808","Neah Bay",1,"KA","Painted greenling","OXPI",NA,2015,1
"809","Neah Bay",1,"KA","Quillback rockfish","SEMA","large",2015,13
"810","Neah Bay",1,"KA","Red Irish Lord","HEHE",NA,2015,0
"811","Neah Bay",1,"KA","Rock greenling","HELA",NA,2015,0
"812","Neah Bay",1,"KA","Striped seaperch","EMLA",NA,2015,0
"813","Neah Bay",1,"KA","Tubesnout","AUFL",NA,2015,1
"814","Neah Bay",1,"KA","YOY rockfish (black dorsal spots)","RYOY","small",2015,0
"815","Neah Bay",1,"KA","bait-sardines-anchovy","BAITBALL",NA,2015,0
"816","Neah Bay",1,"KA","black rockfish","SEME","small",2015,0
"817","Neah Bay",1,"KA","blue rockfish","SEMY","large",2015,0
"818","Neah Bay",1,"KA","blue rockfish","SEMY","small",2015,0
"819","Neah Bay",1,"KA","c-o sole","PLCO",NA,2015,0
"820","Neah Bay",1,"KA","canary rockfish","SEPI","large",2015,0
"821","Neah Bay",1,"KA","canary rockfish","SEPI","small",2015,0
"822","Neah Bay",1,"KA","china rockfish","SENE","large",2015,0
"823","Neah Bay",1,"KA","china rockfish","SENE","small",2015,0
"824","Neah Bay",1,"KA","copper rockfish","SECA","small",2015,0
"825","Neah Bay",1,"KA","greenlings","HEXA",NA,2015,0
"826","Neah Bay",1,"KA","gunnels","PHOL",NA,2015,0
"827","Neah Bay",1,"KA","herring","CLUP",NA,2015,0
"828","Neah Bay",1,"KA","kelp clingfish","RIMU",NA,2015,0
"829","Neah Bay",1,"KA","longfin sculpin","JOZO",NA,2015,0
"830","Neah Bay",1,"KA","manacled sculpin","SYGI",NA,2015,0
"831","Neah Bay",1,"KA","mosshead warbonnet","CHNU",NA,2015,0
"832","Neah Bay",1,"KA","no_transect_no_data","NO_DATA",NA,2015,0
"833","Neah Bay",1,"KA","pile perch","RHVA",NA,2015,0
"834","Neah Bay",1,"KA","quillback rockfish","SEMA","small",2015,0
"835","Neah Bay",1,"KA","rockfish","SEBSPP","large",2015,0
"836","Neah Bay",1,"KA","rockfish","SEBSPP","small",2015,0
"837","Neah Bay",1,"KA","sanddabs","CITH",NA,2015,0
"838","Neah Bay",1,"KA","scalyhead sculpin","ARHA",NA,2015,0
"839","Neah Bay",1,"KA","sculpin","COTT",NA,2015,0
"840","Neah Bay",1,"KA","surfperch","EMBI",NA,2015,0
"841","Neah Bay",1,"KA","unidentified fish","UNID",NA,2015,0
"842","Neah Bay",1,"KA","whitespotted greenling","HEST",NA,2015,0
"843","Neah Bay",1,"KA","yellowtail rockfish","SEFL","large",2015,0
"844","Neah Bay",1,"KA","yellowtail rockfish","SEFL","small",2015,0
"845","Neah Bay",1,"KA","yellowtail-black yoy","SEBYT","small",2015,0
"846","Neah Bay",1,"KA",NA,"AMHE",NA,2015,0
"847","Neah Bay",2,"GW","Black rockfish","SEME","large",2015,0
"848","Neah Bay",2,"GW","Blackeye goby","RHNI",NA,2015,0
"849","Neah Bay",2,"GW","Buffalo sculpin","ENBI",NA,2015,0
"850","Neah Bay",2,"GW","Cabezon","SCMA",NA,2015,0
"851","Neah Bay",2,"GW","Copper rockfish","SECA","large",2015,0
"852","Neah Bay",2,"GW","Great sculpin","MYOP",NA,2015,0
"853","Neah Bay",2,"GW","Kelp greenling","HEDE",NA,2015,1
"854","Neah Bay",2,"GW","Lingcod","OPEL",NA,2015,0
"855","Neah Bay",2,"GW","Painted greenling","OXPI",NA,2015,0
"856","Neah Bay",2,"GW","Quillback rockfish","SEMA","large",2015,0
"857","Neah Bay",2,"GW","Red Irish Lord","HEHE",NA,2015,0
"858","Neah Bay",2,"GW","Rock greenling","HELA",NA,2015,0
"859","Neah Bay",2,"GW","Striped seaperch","EMLA",NA,2015,0
"860","Neah Bay",2,"GW","Tubesnout","AUFL",NA,2015,0
"861","Neah Bay",2,"GW","YOY rockfish (black dorsal spots)","RYOY","small",2015,0
"862","Neah Bay",2,"GW","bait-sardines-anchovy","BAITBALL",NA,2015,0
"863","Neah Bay",2,"GW","black rockfish","SEME","small",2015,0
"864","Neah Bay",2,"GW","blue rockfish","SEMY","large",2015,0
"865","Neah Bay",2,"GW","blue rockfish","SEMY","small",2015,0
"866","Neah Bay",2,"GW","c-o sole","PLCO",NA,2015,0
"867","Neah Bay",2,"GW","canary rockfish","SEPI","large",2015,0
"868","Neah Bay",2,"GW","canary rockfish","SEPI","small",2015,0
"869","Neah Bay",2,"GW","china rockfish","SENE","large",2015,0
"870","Neah Bay",2,"GW","china rockfish","SENE","small",2015,0
"871","Neah Bay",2,"GW","copper rockfish","SECA","small",2015,0
"872","Neah Bay",2,"GW","greenlings","HEXA",NA,2015,0
"873","Neah Bay",2,"GW","gunnels","PHOL",NA,2015,0
"874","Neah Bay",2,"GW","herring","CLUP",NA,2015,0
"875","Neah Bay",2,"GW","kelp clingfish","RIMU",NA,2015,0
"876","Neah Bay",2,"GW","longfin sculpin","JOZO",NA,2015,0
"877","Neah Bay",2,"GW","manacled sculpin","SYGI",NA,2015,0
"878","Neah Bay",2,"GW","mosshead warbonnet","CHNU",NA,2015,0
"879","Neah Bay",2,"GW","no_transect_no_data","NO_DATA",NA,2015,0
"880","Neah Bay",2,"GW","pile perch","RHVA",NA,2015,0
"881","Neah Bay",2,"GW","quillback rockfish","SEMA","small",2015,0
"882","Neah Bay",2,"GW","rockfish","SEBSPP","large",2015,0
"883","Neah Bay",2,"GW","rockfish","SEBSPP","small",2015,0
"884","Neah Bay",2,"GW","sanddabs","CITH",NA,2015,0
"885","Neah Bay",2,"GW","scalyhead sculpin","ARHA",NA,2015,0
"886","Neah Bay",2,"GW","sculpin","COTT",NA,2015,0
"887","Neah Bay",2,"GW","surfperch","EMBI",NA,2015,0
"888","Neah Bay",2,"GW","unidentified fish","UNID",NA,2015,0
"889","Neah Bay",2,"GW","whitespotted greenling","HEST",NA,2015,0
"890","Neah Bay",2,"GW","yellowtail rockfish","SEFL","large",2015,0
"891","Neah Bay",2,"GW","yellowtail rockfish","SEFL","small",2015,0
"892","Neah Bay",2,"GW","yellowtail-black yoy","SEBYT","small",2015,0
"893","Neah Bay",2,"GW",NA,"AMHE",NA,2015,0
"894","Neah Bay",2,"KA","Black rockfish","SEME","large",2015,0
"895","Neah Bay",2,"KA","Blackeye goby","RHNI",NA,2015,1
"896","Neah Bay",2,"KA","Buffalo sculpin","ENBI",NA,2015,0
"897","Neah Bay",2,"KA","Cabezon","SCMA",NA,2015,0
"898","Neah Bay",2,"KA","Copper rockfish","SECA","large",2015,1
"899","Neah Bay",2,"KA","Great sculpin","MYOP",NA,2015,0
"900","Neah Bay",2,"KA","Kelp greenling","HEDE",NA,2015,0
"901","Neah Bay",2,"KA","Lingcod","OPEL",NA,2015,1
"902","Neah Bay",2,"KA","Painted greenling","OXPI",NA,2015,0
"903","Neah Bay",2,"KA","Quillback rockfish","SEMA","large",2015,4
"904","Neah Bay",2,"KA","Red Irish Lord","HEHE",NA,2015,0
"905","Neah Bay",2,"KA","Rock greenling","HELA",NA,2015,0
"906","Neah Bay",2,"KA","Striped seaperch","EMLA",NA,2015,5
"907","Neah Bay",2,"KA","Tubesnout","AUFL",NA,2015,0
"908","Neah Bay",2,"KA","YOY rockfish (black dorsal spots)","RYOY","small",2015,0
"909","Neah Bay",2,"KA","bait-sardines-anchovy","BAITBALL",NA,2015,0
"910","Neah Bay",2,"KA","black rockfish","SEME","small",2015,0
"911","Neah Bay",2,"KA","blue rockfish","SEMY","large",2015,0
"912","Neah Bay",2,"KA","blue rockfish","SEMY","small",2015,0
"913","Neah Bay",2,"KA","c-o sole","PLCO",NA,2015,0
"914","Neah Bay",2,"KA","canary rockfish","SEPI","large",2015,0
"915","Neah Bay",2,"KA","canary rockfish","SEPI","small",2015,0
"916","Neah Bay",2,"KA","china rockfish","SENE","large",2015,0
"917","Neah Bay",2,"KA","china rockfish","SENE","small",2015,0
"918","Neah Bay",2,"KA","copper rockfish","SECA","small",2015,0
"919","Neah Bay",2,"KA","greenlings","HEXA",NA,2015,0
"920","Neah Bay",2,"KA","gunnels","PHOL",NA,2015,0
"921","Neah Bay",2,"KA","herring","CLUP",NA,2015,0
"922","Neah Bay",2,"KA","kelp clingfish","RIMU",NA,2015,0
"923","Neah Bay",2,"KA","longfin sculpin","JOZO",NA,2015,0
"924","Neah Bay",2,"KA","manacled sculpin","SYGI",NA,2015,0
"925","Neah Bay",2,"KA","mosshead warbonnet","CHNU",NA,2015,0
"926","Neah Bay",2,"KA","no_transect_no_data","NO_DATA",NA,2015,0
"927","Neah Bay",2,"KA","pile perch","RHVA",NA,2015,0
"928","Neah Bay",2,"KA","quillback rockfish","SEMA","small",2015,0
"929","Neah Bay",2,"KA","rockfish","SEBSPP","large",2015,0
"930","Neah Bay",2,"KA","rockfish","SEBSPP","small",2015,0
"931","Neah Bay",2,"KA","sanddabs","CITH",NA,2015,0
"932","Neah Bay",2,"KA","scalyhead sculpin","ARHA",NA,2015,0
"933","Neah Bay",2,"KA","sculpin","COTT",NA,2015,0
"934","Neah Bay",2,"KA","surfperch","EMBI",NA,2015,0
"935","Neah Bay",2,"KA","unidentified fish","UNID",NA,2015,0
"936","Neah Bay",2,"KA","whitespotted greenling","HEST",NA,2015,0
"937","Neah Bay",2,"KA","yellowtail rockfish","SEFL","large",2015,0
"938","Neah Bay",2,"KA","yellowtail rockfish","SEFL","small",2015,0
"939","Neah Bay",2,"KA","yellowtail-black yoy","SEBYT","small",2015,0
"940","Neah Bay",2,"KA",NA,"AMHE",NA,2015,0
"941","Point of the Arches",1,"JS","Black rockfish","SEME","large",2015,1
"942","Point of the Arches",1,"JS","Blackeye goby","RHNI",NA,2015,0
"943","Point of the Arches",1,"JS","Buffalo sculpin","ENBI",NA,2015,0
"944","Point of the Arches",1,"JS","Cabezon","SCMA",NA,2015,0
"945","Point of the Arches",1,"JS","Copper rockfish","SECA","large",2015,0
"946","Point of the Arches",1,"JS","Great sculpin","MYOP",NA,2015,0
"947","Point of the Arches",1,"JS","Kelp greenling","HEDE",NA,2015,1
"948","Point of the Arches",1,"JS","Lingcod","OPEL",NA,2015,0
"949","Point of the Arches",1,"JS","Painted greenling","OXPI",NA,2015,0
"950","Point of the Arches",1,"JS","Quillback rockfish","SEMA","large",2015,0
"951","Point of the Arches",1,"JS","Red Irish Lord","HEHE",NA,2015,0
"952","Point of the Arches",1,"JS","Rock greenling","HELA",NA,2015,0
"953","Point of the Arches",1,"JS","Striped seaperch","EMLA",NA,2015,6
"954","Point of the Arches",1,"JS","Tubesnout","AUFL",NA,2015,12
"955","Point of the Arches",1,"JS","YOY rockfish (black dorsal spots)","RYOY","small",2015,1
"956","Point of the Arches",1,"JS","bait-sardines-anchovy","BAITBALL",NA,2015,0
"957","Point of the Arches",1,"JS","black rockfish","SEME","small",2015,0
"958","Point of the Arches",1,"JS","blue rockfish","SEMY","large",2015,0
"959","Point of the Arches",1,"JS","blue rockfish","SEMY","small",2015,0
"960","Point of the Arches",1,"JS","c-o sole","PLCO",NA,2015,0
"961","Point of the Arches",1,"JS","canary rockfish","SEPI","large",2015,0
"962","Point of the Arches",1,"JS","canary rockfish","SEPI","small",2015,0
"963","Point of the Arches",1,"JS","china rockfish","SENE","large",2015,0
"964","Point of the Arches",1,"JS","china rockfish","SENE","small",2015,0
"965","Point of the Arches",1,"JS","copper rockfish","SECA","small",2015,0
"966","Point of the Arches",1,"JS","greenlings","HEXA",NA,2015,0
"967","Point of the Arches",1,"JS","gunnels","PHOL",NA,2015,0
"968","Point of the Arches",1,"JS","herring","CLUP",NA,2015,0
"969","Point of the Arches",1,"JS","kelp clingfish","RIMU",NA,2015,0
"970","Point of the Arches",1,"JS","longfin sculpin","JOZO",NA,2015,0
"971","Point of the Arches",1,"JS","manacled sculpin","SYGI",NA,2015,0
"972","Point of the Arches",1,"JS","mosshead warbonnet","CHNU",NA,2015,0
"973","Point of the Arches",1,"JS","no_transect_no_data","NO_DATA",NA,2015,0
"974","Point of the Arches",1,"JS","pile perch","RHVA",NA,2015,0
"975","Point of the Arches",1,"JS","quillback rockfish","SEMA","small",2015,0
"976","Point of the Arches",1,"JS","rockfish","SEBSPP","large",2015,0
"977","Point of the Arches",1,"JS","rockfish","SEBSPP","small",2015,0
"978","Point of the Arches",1,"JS","sanddabs","CITH",NA,2015,0
"979","Point of the Arches",1,"JS","scalyhead sculpin","ARHA",NA,2015,0
"980","Point of the Arches",1,"JS","sculpin","COTT",NA,2015,0
"981","Point of the Arches",1,"JS","surfperch","EMBI",NA,2015,0
"982","Point of the Arches",1,"JS","unidentified fish","UNID",NA,2015,0
"983","Point of the Arches",1,"JS","whitespotted greenling","HEST",NA,2015,0
"984","Point of the Arches",1,"JS","yellowtail rockfish","SEFL","large",2015,0
"985","Point of the Arches",1,"JS","yellowtail rockfish","SEFL","small",2015,0
"986","Point of the Arches",1,"JS","yellowtail-black yoy","SEBYT","small",2015,0
"987","Point of the Arches",1,"JS",NA,"AMHE",NA,2015,0
"988","Point of the Arches",1,"NT","Black rockfish","SEME","large",2015,0
"989","Point of the Arches",1,"NT","Blackeye goby","RHNI",NA,2015,0
"990","Point of the Arches",1,"NT","Buffalo sculpin","ENBI",NA,2015,0
"991","Point of the Arches",1,"NT","Cabezon","SCMA",NA,2015,0
"992","Point of the Arches",1,"NT","Copper rockfish","SECA","large",2015,0
"993","Point of the Arches",1,"NT","Great sculpin","MYOP",NA,2015,0
"994","Point of the Arches",1,"NT","Kelp greenling","HEDE",NA,2015,0
"995","Point of the Arches",1,"NT","Lingcod","OPEL",NA,2015,0
"996","Point of the Arches",1,"NT","Painted greenling","OXPI",NA,2015,0
"997","Point of the Arches",1,"NT","Quillback rockfish","SEMA","large",2015,0
"998","Point of the Arches",1,"NT","Red Irish Lord","HEHE",NA,2015,0
"999","Point of the Arches",1,"NT","Rock greenling","HELA",NA,2015,0
"1000","Point of the Arches",1,"NT","Striped seaperch","EMLA",NA,2015,0
"1001","Point of the Arches",1,"NT","Tubesnout","AUFL",NA,2015,0
"1002","Point of the Arches",1,"NT","YOY rockfish (black dorsal spots)","RYOY","small",2015,0
"1003","Point of the Arches",1,"NT","bait-sardines-anchovy","BAITBALL",NA,2015,0
"1004","Point of the Arches",1,"NT","black rockfish","SEME","small",2015,0
"1005","Point of the Arches",1,"NT","blue rockfish","SEMY","large",2015,0
"1006","Point of the Arches",1,"NT","blue rockfish","SEMY","small",2015,0
"1007","Point of the Arches",1,"NT","c-o sole","PLCO",NA,2015,0
"1008","Point of the Arches",1,"NT","canary rockfish","SEPI","large",2015,0
"1009","Point of the Arches",1,"NT","canary rockfish","SEPI","small",2015,0
"1010","Point of the Arches",1,"NT","china rockfish","SENE","large",2015,0
"1011","Point of the Arches",1,"NT","china rockfish","SENE","small",2015,0
"1012","Point of the Arches",1,"NT","copper rockfish","SECA","small",2015,0
"1013","Point of the Arches",1,"NT","greenlings","HEXA",NA,2015,0
"1014","Point of the Arches",1,"NT","gunnels","PHOL",NA,2015,0
"1015","Point of the Arches",1,"NT","herring","CLUP",NA,2015,0
"1016","Point of the Arches",1,"NT","kelp clingfish","RIMU",NA,2015,0
"1017","Point of the Arches",1,"NT","longfin sculpin","JOZO",NA,2015,0
"1018","Point of the Arches",1,"NT","manacled sculpin","SYGI",NA,2015,0
"1019","Point of the Arches",1,"NT","mosshead warbonnet","CHNU",NA,2015,0
"1020","Point of the Arches",1,"NT","no_transect_no_data","NO_DATA",NA,2015,0
"1021","Point of the Arches",1,"NT","pile perch","RHVA",NA,2015,0
"1022","Point of the Arches",1,"NT","quillback rockfish","SEMA","small",2015,0
"1023","Point of the Arches",1,"NT","rockfish","SEBSPP","large",2015,0
"1024","Point of the Arches",1,"NT","rockfish","SEBSPP","small",2015,0
"1025","Point of the Arches",1,"NT","sanddabs","CITH",NA,2015,0
"1026","Point of the Arches",1,"NT","scalyhead sculpin","ARHA",NA,2015,0
"1027","Point of the Arches",1,"NT","sculpin","COTT",NA,2015,0
"1028","Point of the Arches",1,"NT","surfperch","EMBI",NA,2015,0
"1029","Point of the Arches",1,"NT","unidentified fish","UNID",NA,2015,0
"1030","Point of the Arches",1,"NT","whitespotted greenling","HEST",NA,2015,0
"1031","Point of the Arches",1,"NT","yellowtail rockfish","SEFL","large",2015,0
"1032","Point of the Arches",1,"NT","yellowtail rockfish","SEFL","small",2015,0
"1033","Point of the Arches",1,"NT","yellowtail-black yoy","SEBYT","small",2015,0
"1034","Point of the Arches",1,"NT",NA,"AMHE",NA,2015,0
"1035","Point of the Arches",2,"JS","Black rockfish","SEME","large",2015,0
"1036","Point of the Arches",2,"JS","Blackeye goby","RHNI",NA,2015,0
"1037","Point of the Arches",2,"JS","Buffalo sculpin","ENBI",NA,2015,0
"1038","Point of the Arches",2,"JS","Cabezon","SCMA",NA,2015,0
"1039","Point of the Arches",2,"JS","Copper rockfish","SECA","large",2015,0
"1040","Point of the Arches",2,"JS","Great sculpin","MYOP",NA,2015,0
"1041","Point of the Arches",2,"JS","Kelp greenling","HEDE",NA,2015,1
"1042","Point of the Arches",2,"JS","Lingcod","OPEL",NA,2015,0
"1043","Point of the Arches",2,"JS","Painted greenling","OXPI",NA,2015,0
"1044","Point of the Arches",2,"JS","Quillback rockfish","SEMA","large",2015,0
"1045","Point of the Arches",2,"JS","Red Irish Lord","HEHE",NA,2015,0
"1046","Point of the Arches",2,"JS","Rock greenling","HELA",NA,2015,0
"1047","Point of the Arches",2,"JS","Striped seaperch","EMLA",NA,2015,5
"1048","Point of the Arches",2,"JS","Tubesnout","AUFL",NA,2015,0
"1049","Point of the Arches",2,"JS","YOY rockfish (black dorsal spots)","RYOY","small",2015,1
"1050","Point of the Arches",2,"JS","bait-sardines-anchovy","BAITBALL",NA,2015,0
"1051","Point of the Arches",2,"JS","black rockfish","SEME","small",2015,0
"1052","Point of the Arches",2,"JS","blue rockfish","SEMY","large",2015,0
"1053","Point of the Arches",2,"JS","blue rockfish","SEMY","small",2015,0
"1054","Point of the Arches",2,"JS","c-o sole","PLCO",NA,2015,0
"1055","Point of the Arches",2,"JS","canary rockfish","SEPI","large",2015,0
"1056","Point of the Arches",2,"JS","canary rockfish","SEPI","small",2015,0
"1057","Point of the Arches",2,"JS","china rockfish","SENE","large",2015,0
"1058","Point of the Arches",2,"JS","china rockfish","SENE","small",2015,0
"1059","Point of the Arches",2,"JS","copper rockfish","SECA","small",2015,0
"1060","Point of the Arches",2,"JS","greenlings","HEXA",NA,2015,0
"1061","Point of the Arches",2,"JS","gunnels","PHOL",NA,2015,0
"1062","Point of the Arches",2,"JS","herring","CLUP",NA,2015,0
"1063","Point of the Arches",2,"JS","kelp clingfish","RIMU",NA,2015,0
"1064","Point of the Arches",2,"JS","longfin sculpin","JOZO",NA,2015,0
"1065","Point of the Arches",2,"JS","manacled sculpin","SYGI",NA,2015,0
"1066","Point of the Arches",2,"JS","mosshead warbonnet","CHNU",NA,2015,0
"1067","Point of the Arches",2,"JS","no_transect_no_data","NO_DATA",NA,2015,0
"1068","Point of the Arches",2,"JS","pile perch","RHVA",NA,2015,0
"1069","Point of the Arches",2,"JS","quillback rockfish","SEMA","small",2015,0
"1070","Point of the Arches",2,"JS","rockfish","SEBSPP","large",2015,0
"1071","Point of the Arches",2,"JS","rockfish","SEBSPP","small",2015,0
"1072","Point of the Arches",2,"JS","sanddabs","CITH",NA,2015,0
"1073","Point of the Arches",2,"JS","scalyhead sculpin","ARHA",NA,2015,0
"1074","Point of the Arches",2,"JS","sculpin","COTT",NA,2015,0
"1075","Point of the Arches",2,"JS","surfperch","EMBI",NA,2015,0
"1076","Point of the Arches",2,"JS","unidentified fish","UNID",NA,2015,0
"1077","Point of the Arches",2,"JS","whitespotted greenling","HEST",NA,2015,0
"1078","Point of the Arches",2,"JS","yellowtail rockfish","SEFL","large",2015,0
"1079","Point of the Arches",2,"JS","yellowtail rockfish","SEFL","small",2015,0
"1080","Point of the Arches",2,"JS","yellowtail-black yoy","SEBYT","small",2015,0
"1081","Point of the Arches",2,"JS",NA,"AMHE",NA,2015,0
"1082","Point of the Arches",2,"NT","Black rockfish","SEME","large",2015,0
"1083","Point of the Arches",2,"NT","Blackeye goby","RHNI",NA,2015,0
"1084","Point of the Arches",2,"NT","Buffalo sculpin","ENBI",NA,2015,0
"1085","Point of the Arches",2,"NT","Cabezon","SCMA",NA,2015,0
"1086","Point of the Arches",2,"NT","Copper rockfish","SECA","large",2015,0
"1087","Point of the Arches",2,"NT","Great sculpin","MYOP",NA,2015,0
"1088","Point of the Arches",2,"NT","Kelp greenling","HEDE",NA,2015,0
"1089","Point of the Arches",2,"NT","Lingcod","OPEL",NA,2015,0
"1090","Point of the Arches",2,"NT","Painted greenling","OXPI",NA,2015,0
"1091","Point of the Arches",2,"NT","Quillback rockfish","SEMA","large",2015,0
"1092","Point of the Arches",2,"NT","Red Irish Lord","HEHE",NA,2015,0
"1093","Point of the Arches",2,"NT","Rock greenling","HELA",NA,2015,0
"1094","Point of the Arches",2,"NT","Striped seaperch","EMLA",NA,2015,0
"1095","Point of the Arches",2,"NT","Tubesnout","AUFL",NA,2015,5
"1096","Point of the Arches",2,"NT","YOY rockfish (black dorsal spots)","RYOY","small",2015,0
"1097","Point of the Arches",2,"NT","bait-sardines-anchovy","BAITBALL",NA,2015,0
"1098","Point of the Arches",2,"NT","black rockfish","SEME","small",2015,0
"1099","Point of the Arches",2,"NT","blue rockfish","SEMY","large",2015,0
"1100","Point of the Arches",2,"NT","blue rockfish","SEMY","small",2015,0
"1101","Point of the Arches",2,"NT","c-o sole","PLCO",NA,2015,0
"1102","Point of the Arches",2,"NT","canary rockfish","SEPI","large",2015,0
"1103","Point of the Arches",2,"NT","canary rockfish","SEPI","small",2015,0
"1104","Point of the Arches",2,"NT","china rockfish","SENE","large",2015,0
"1105","Point of the Arches",2,"NT","china rockfish","SENE","small",2015,0
"1106","Point of the Arches",2,"NT","copper rockfish","SECA","small",2015,0
"1107","Point of the Arches",2,"NT","greenlings","HEXA",NA,2015,0
"1108","Point of the Arches",2,"NT","gunnels","PHOL",NA,2015,0
"1109","Point of the Arches",2,"NT","herring","CLUP",NA,2015,0
"1110","Point of the Arches",2,"NT","kelp clingfish","RIMU",NA,2015,0
"1111","Point of the Arches",2,"NT","longfin sculpin","JOZO",NA,2015,0
"1112","Point of the Arches",2,"NT","manacled sculpin","SYGI",NA,2015,0
"1113","Point of the Arches",2,"NT","mosshead warbonnet","CHNU",NA,2015,0
"1114","Point of the Arches",2,"NT","no_transect_no_data","NO_DATA",NA,2015,0
"1115","Point of the Arches",2,"NT","pile perch","RHVA",NA,2015,0
"1116","Point of the Arches",2,"NT","quillback rockfish","SEMA","small",2015,0
"1117","Point of the Arches",2,"NT","rockfish","SEBSPP","large",2015,0
"1118","Point of the Arches",2,"NT","rockfish","SEBSPP","small",2015,0
"1119","Point of the Arches",2,"NT","sanddabs","CITH",NA,2015,0
"1120","Point of the Arches",2,"NT","scalyhead sculpin","ARHA",NA,2015,0
"1121","Point of the Arches",2,"NT","sculpin","COTT",NA,2015,0
"1122","Point of the Arches",2,"NT","surfperch","EMBI",NA,2015,4
"1123","Point of the Arches",2,"NT","unidentified fish","UNID",NA,2015,0
"1124","Point of the Arches",2,"NT","whitespotted greenling","HEST",NA,2015,0
"1125","Point of the Arches",2,"NT","yellowtail rockfish","SEFL","large",2015,0
"1126","Point of the Arches",2,"NT","yellowtail rockfish","SEFL","small",2015,0
