"entry.order","YEAR","MONTH","DAY","SITE","OBSERVER","BUDDY","SIDE","ZONE","TRANSECT","HEADING","DEPTH..M.","DEPTH..FT.","SEGMENT","CATEGORY","CLASSCODE","COUNT","Cntrl.a","notes","problems"
6798,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,1,NA,NA,15,"20-30m","SUBSTRATE","BEDRK",9,NA,NA,NA
6799,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,1,NA,NA,15,"20-30m","SUBSTRATE","BOULD",1,NA,NA,NA
6800,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,1,NA,NA,15,"0-10m","RELIEF","0-10cm",10,NA,NA,NA
6801,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,1,NA,NA,15,"10-20m","RELIEF","0-10cm",8,NA,NA,NA
6802,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,1,NA,NA,15,"10-20m","RELIEF","10cm-1m",1,NA,NA,NA
6803,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,1,NA,NA,15,"10-20m","RELIEF",">2m",1,NA,NA,NA
6804,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,1,NA,NA,15,"20-30m","RELIEF","0-10cm",7,NA,NA,NA
6805,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,1,NA,NA,15,"20-30m","RELIEF","10cm-1m",2,NA,NA,NA
6806,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,1,NA,NA,15,"20-30m","RELIEF",">2m",1,NA,NA,NA
6807,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,1,NA,NA,15,"0-10m","COVER","SHELL",1,NA,NA,NA
6808,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,1,NA,NA,15,"0-10m","COVER","CRUCOR",3,NA,NA,NA
6809,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,1,NA,NA,15,"0-10m","COVER","PTERO",4,NA,NA,NA
6810,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,1,NA,NA,15,"0-10m","COVER","BROWNUN",2,NA,NA,NA
6811,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,1,NA,NA,15,"10-20m","COVER","SAND",1,NA,NA,NA
6812,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,1,NA,NA,15,"10-20m","COVER","CRUCOR",2,NA,NA,NA
6813,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,1,NA,NA,15,"10-20m","COVER","ARTCOR",2,NA,NA,NA
6814,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,1,NA,NA,15,"10-20m","COVER","PTERO",2,NA,NA,NA
6815,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,1,NA,NA,15,"10-20m","COVER","BROWNUN",3,NA,NA,NA
6816,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,1,NA,NA,15,"20-30m","COVER","SHELL",1,NA,NA,NA
6817,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,1,NA,NA,15,"20-30m","COVER","BRANCH",1,NA,NA,NA
6818,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,1,NA,NA,15,"20-30m","COVER","CRUCOR",2,NA,NA,NA
6819,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,1,NA,NA,15,"20-30m","COVER","MACPYR_HF",1,NA,NA,NA
6820,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,1,NA,NA,15,"20-30m","COVER","PTERO",1,NA,NA,NA
6821,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,1,NA,NA,15,"20-30m","COVER","BROWNUN",3,NA,NA,NA
6822,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,1,NA,NA,15,"20-30m","COVER","SPONGE",1,NA,NA,NA
6823,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,2,NA,NA,15,"0-10m","SUBSTRATE","BEDRK",8,NA,NA,NA
6824,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,2,NA,NA,15,"0-10m","SUBSTRATE","BOULD",2,NA,NA,NA
6825,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,2,NA,NA,15,"10-20m","SUBSTRATE","BEDRK",9,NA,NA,NA
6826,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,2,NA,NA,15,"10-20m","SUBSTRATE","BOULD",1,NA,NA,NA
6827,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,2,NA,NA,15,"20-30m","SUBSTRATE","BEDRK",8,NA,NA,NA
6828,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,2,NA,NA,15,"20-30m","SUBSTRATE","BOULD",2,NA,NA,NA
6829,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,2,NA,NA,15,"0-10m","RELIEF","0-10cm",8,NA,NA,NA
6830,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,2,NA,NA,15,"0-10m","RELIEF","1m-2m",1,NA,NA,NA
6831,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,2,NA,NA,15,"0-10m","RELIEF",">2m",1,NA,NA,NA
6832,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,2,NA,NA,15,"10-20m","RELIEF","0-10cm",9,NA,NA,NA
6833,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,2,NA,NA,15,"10-20m","RELIEF","10cm-1m",1,NA,NA,NA
6834,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,2,NA,NA,15,"20-30m","RELIEF","0-10cm",8,NA,NA,NA
6835,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,2,NA,NA,15,"20-30m","RELIEF","10cm-1m",2,NA,NA,NA
6836,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,2,NA,NA,15,"0-10m","COVER","LEAFYRED",1,NA,NA,NA
6837,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,2,NA,NA,15,"0-10m","COVER","CRUCOR",3,NA,NA,NA
6838,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,2,NA,NA,15,"0-10m","COVER","ARTCOR",2,NA,NA,NA
6839,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,2,NA,NA,15,"0-10m","COVER","PTERO",1,NA,NA,NA
6840,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,2,NA,NA,15,"0-10m","COVER","BROWNUN",3,NA,NA,NA
6841,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,2,NA,NA,15,"10-20m","COVER","LEAFYRED",3,NA,NA,NA
6842,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,2,NA,NA,15,"10-20m","COVER","CRUCOR",4,NA,NA,NA
6843,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,2,NA,NA,15,"10-20m","COVER","ARTCOR",1,NA,NA,NA
6844,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,2,NA,NA,15,"10-20m","COVER","PTERO",1,NA,NA,NA
6845,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,2,NA,NA,15,"10-20m","COVER","BROWNUN",1,NA,NA,NA
6846,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,2,NA,NA,15,"20-30m","COVER","LEAFYRED",2,NA,NA,NA
6847,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,2,NA,NA,15,"20-30m","COVER","CRUCOR",1,NA,NA,NA
6848,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,2,NA,NA,15,"20-30m","COVER","ARTCOR",1,NA,NA,NA
6849,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,2,NA,NA,15,"20-30m","COVER","PTERO",2,NA,NA,NA
6850,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,2,NA,NA,15,"20-30m","COVER","BROWNUN",4,NA,NA,NA
6851,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,3,NA,NA,14,"0-10m","SUBSTRATE","BEDRK",9,NA,NA,NA
6852,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,3,NA,NA,14,"0-10m","SUBSTRATE","SAND",1,NA,NA,NA
6853,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,3,NA,NA,14,"10-20m","SUBSTRATE","BEDRK",7,NA,NA,NA
6854,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,3,NA,NA,14,"10-20m","SUBSTRATE","SAND",3,NA,NA,NA
6855,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,3,NA,NA,14,"20-30m","SUBSTRATE","BEDRK",2,NA,NA,NA
6856,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,3,NA,NA,14,"20-30m","SUBSTRATE","BOULD",2,NA,NA,NA
6857,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,3,NA,NA,14,"20-30m","SUBSTRATE","COB",1,NA,NA,NA
6858,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,3,NA,NA,14,"20-30m","SUBSTRATE","SAND",5,NA,NA,NA
6859,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,3,NA,NA,14,"0-10m","RELIEF","0-10cm",7,NA,NA,NA
6860,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,3,NA,NA,14,"0-10m","RELIEF","10cm-1m",3,NA,NA,NA
6861,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,3,NA,NA,14,"10-20m","RELIEF","0-10cm",9,NA,NA,NA
6862,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,3,NA,NA,14,"10-20m","RELIEF","10cm-1m",1,NA,NA,NA
6863,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,3,NA,NA,14,"20-30m","RELIEF","0-10cm",8,NA,NA,NA
6864,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,3,NA,NA,14,"20-30m","RELIEF","10cm-1m",2,NA,NA,NA
6865,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,3,NA,NA,14,"0-10m","COVER","PTERO",2,NA,NA,NA
6866,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,3,NA,NA,14,"0-10m","COVER","LEAFYRED",3,NA,NA,NA
6867,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,3,NA,NA,14,"0-10m","COVER","ENCRED",1,NA,NA,NA
6868,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,3,NA,NA,14,"0-10m","COVER","CRUCOR",2,NA,NA,NA
6869,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,3,NA,NA,14,"0-10m","COVER","BROWNUN",2,NA,NA,NA
6870,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,3,NA,NA,14,"10-20m","COVER","SHELL",1,NA,NA,NA
6871,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,3,NA,NA,14,"10-20m","COVER","LEAFYRED",1,NA,NA,NA
6872,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,3,NA,NA,14,"10-20m","COVER","BRANCH",1,NA,NA,NA
6873,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,3,NA,NA,14,"10-20m","COVER","CRUCOR",1,NA,NA,NA
6874,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,3,NA,NA,14,"10-20m","COVER","PTERO",1,NA,NA,NA
6875,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,3,NA,NA,14,"10-20m","COVER","BROWNUN",3,NA,NA,NA
6876,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,3,NA,NA,14,"10-20m","COVER","PHYSPP",1,NA,NA,NA
6877,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,3,NA,NA,14,"10-20m","COVER","ENCRED",1,NA,NA,NA
6878,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,3,NA,NA,14,"20-30m","COVER","SAND",1,NA,NA,NA
6879,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,3,NA,NA,14,"20-30m","COVER","BUSHY",1,NA,NA,NA
6880,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,3,NA,NA,14,"20-30m","COVER","ARTCOR",1,NA,NA,NA
6881,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,3,NA,NA,14,"20-30m","COVER","PTERO",1,NA,NA,NA
6882,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,3,NA,NA,14,"20-30m","COVER","BROWNUN",3,NA,NA,NA
6883,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,3,NA,NA,14,"20-30m","COVER","PHYSPP",3,NA,NA,NA
6884,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,4,NA,NA,15,"0-10m","SUBSTRATE","BEDRK",1,NA,NA,NA
6885,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,4,NA,NA,15,"0-10m","SUBSTRATE","BOULD",3,NA,NA,NA
6886,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,4,NA,NA,15,"0-10m","SUBSTRATE","SAND",6,NA,NA,NA
6887,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,4,NA,NA,15,"10-20m","SUBSTRATE","BEDRK",2,NA,NA,NA
6888,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,4,NA,NA,15,"10-20m","SUBSTRATE","BOULD",4,NA,NA,NA
6889,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,4,NA,NA,15,"10-20m","SUBSTRATE","COB",1,NA,NA,NA
6890,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,4,NA,NA,15,"20-30m","SUBSTRATE","SAND",3,NA,NA,NA
6891,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,4,NA,NA,15,"20-30m","SUBSTRATE","BEDRK",4,NA,NA,NA
6892,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,4,NA,NA,15,"20-30m","SUBSTRATE","BOULD",2,NA,NA,NA
6893,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,4,NA,NA,15,"20-30m","SUBSTRATE","COB",2,NA,NA,NA
6894,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,4,NA,NA,15,"20-30m","SUBSTRATE","SAND",2,NA,NA,NA
6895,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,4,NA,NA,15,"0-10m","RELIEF","0-10cm",7,NA,NA,NA
6896,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,4,NA,NA,15,"0-10m","RELIEF","10cm-1m",2,NA,NA,NA
6897,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,4,NA,NA,15,"0-10m","RELIEF","1m-2m",1,NA,NA,NA
6898,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,4,NA,NA,15,"10-20m","RELIEF","0-10cm",3,NA,NA,NA
6899,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,4,NA,NA,15,"10-20m","RELIEF","10cm-1m",5,NA,NA,NA
6900,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,4,NA,NA,15,"10-20m","RELIEF","1m-2m",2,NA,NA,NA
6901,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,4,NA,NA,15,"20-30m","RELIEF","0-10cm",2,NA,NA,NA
6902,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,4,NA,NA,15,"20-30m","RELIEF","10cm-1m",4,NA,NA,NA
6903,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,4,NA,NA,15,"20-30m","RELIEF","1m-2m",4,NA,NA,NA
6904,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,4,NA,NA,15,"0-10m","COVER","SAND",5,NA,NA,NA
6905,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,4,NA,NA,15,"0-10m","COVER","LEAFYRED",2,NA,NA,NA
6906,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,4,NA,NA,15,"0-10m","COVER","ARTCOR",2,NA,NA,NA
6907,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,4,NA,NA,15,"0-10m","COVER","BROWNUN",1,NA,NA,NA
6908,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,4,NA,NA,15,"10-20m","COVER","SAND",2,NA,NA,NA
6909,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,4,NA,NA,15,"10-20m","COVER","LEAFYRED",1,NA,NA,NA
6910,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,4,NA,NA,15,"10-20m","COVER","CRUCOR",1,NA,NA,NA
6911,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,4,NA,NA,15,"10-20m","COVER","ARTCOR",3,NA,NA,NA
6912,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,4,NA,NA,15,"10-20m","COVER","BROWNUN",3,NA,NA,NA
6913,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,4,NA,NA,15,"20-30m","COVER","SAND",3,NA,NA,NA
6914,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,4,NA,NA,15,"20-30m","COVER","LEAFYRED",2,NA,NA,NA
6915,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,4,NA,NA,15,"20-30m","COVER","CRUCOR",1,NA,NA,NA
6916,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,4,NA,NA,15,"20-30m","COVER","ARTCOR",2,NA,NA,NA
6917,2021,7,30,"Neah Bay","Greg Williams","Steve Lonhart",NA,5,4,NA,NA,15,"20-30m","COVER","BROWNUN",2,NA,NA,NA
6918,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,3,NA,NA,15,"0-10m","SUBSTRATE","BOULD",4,NA,NA,NA
6919,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,3,NA,NA,15,"0-10m","SUBSTRATE","SAND",6,NA,NA,NA
6920,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,3,NA,NA,15,"10-20m","SUBSTRATE","BOULD",1,NA,NA,NA
6921,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,3,NA,NA,15,"10-20m","SUBSTRATE","BEDRK",9,NA,NA,NA
6922,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,3,NA,NA,15,"20-30m","SUBSTRATE","BEDRK",10,NA,NA,NA
6923,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,3,NA,NA,15,"0-10m","RELIEF","10cm-1m",10,NA,NA,NA
6924,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,3,NA,NA,15,"10-20m","RELIEF","10cm-1m",10,NA,NA,NA
6925,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,3,NA,NA,15,"20-30m","RELIEF","10cm-1m",10,NA,NA,NA
6926,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,3,NA,NA,15,"0-10m","COVER","SAND",6,NA,NA,NA
6927,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,3,NA,NA,15,"0-10m","COVER","LEAFYRED",2,NA,NA,NA
6928,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,3,NA,NA,15,"0-10m","COVER","CRUCOR",1,NA,NA,NA
6929,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,3,NA,NA,15,"0-10m","COVER","ARTCOR",1,NA,NA,NA
6930,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,3,NA,NA,15,"10-20m","COVER","CRUCOR",3,NA,NA,NA
6931,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,3,NA,NA,15,"10-20m","COVER","ARTCOR",2,NA,NA,NA
6932,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,3,NA,NA,15,"10-20m","COVER","LEAFYRED",5,NA,NA,NA
6933,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,3,NA,NA,15,"20-30m","COVER","CRUCOR",2,NA,NA,NA
6934,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,3,NA,NA,15,"20-30m","COVER","BROWNUN",1,NA,NA,NA
6935,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,3,NA,NA,15,"20-30m","COVER","LEAFYRED",7,NA,NA,NA
6936,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,4,NA,NA,15,"0-10m","SUBSTRATE","BEDRK",8,NA,NA,NA
6937,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,4,NA,NA,15,"0-10m","SUBSTRATE","SAND",2,NA,NA,NA
6938,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,4,NA,NA,15,"10-20m","SUBSTRATE","SAND",1,NA,NA,NA
6939,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,4,NA,NA,15,"10-20m","SUBSTRATE","BEDRK",9,NA,NA,NA
6940,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,4,NA,NA,15,"20-30m","SUBSTRATE","SAND",1,NA,NA,NA
6941,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,4,NA,NA,15,"20-30m","SUBSTRATE","BEDRK",9,NA,NA,NA
6942,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,4,NA,NA,15,"0-10m","RELIEF","10cm-1m",10,NA,NA,NA
6943,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,4,NA,NA,15,"10-20m","RELIEF","10cm-1m",10,NA,NA,NA
6944,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,4,NA,NA,15,"20-30m","RELIEF","10cm-1m",10,NA,NA,NA
6945,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,4,NA,NA,15,"0-10m","COVER","SAND",2,NA,NA,NA
6946,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,4,NA,NA,15,"0-10m","COVER","LEAFYRED",8,NA,NA,NA
6947,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,4,NA,NA,15,"10-20m","COVER","SAND",1,NA,NA,NA
6948,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,4,NA,NA,15,"10-20m","COVER","CRUCOR",2,NA,NA,NA
6949,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,4,NA,NA,15,"10-20m","COVER","NEREO_HF",1,NA,NA,NA
6950,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,4,NA,NA,15,"10-20m","COVER","BROWNUN",1,NA,NA,NA
6951,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,4,NA,NA,15,"10-20m","COVER","LEAFYRED",5,NA,NA,NA
6952,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,4,NA,NA,15,"20-30m","COVER","SAND",1,NA,NA,NA
6953,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,4,NA,NA,15,"20-30m","COVER","CRUCOR",2,NA,NA,NA
6954,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,4,NA,NA,15,"20-30m","COVER","ARTCOR",1,NA,NA,NA
6955,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,4,NA,NA,15,"20-30m","COVER","PTERO",1,NA,NA,NA
6956,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,4,NA,NA,15,"20-30m","COVER","LEAFYRED",5,NA,NA,NA
6957,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,1,NA,NA,15,"0-10m","SUBSTRATE","SAND",2,NA,NA,NA
6958,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,1,NA,NA,15,"0-10m","SUBSTRATE","BEDRK",8,NA,NA,NA
6959,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,1,NA,NA,15,"10-20m","SUBSTRATE","BEDRK",10,NA,NA,NA
6960,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,1,NA,NA,15,"20-30m","SUBSTRATE","BEDRK",10,NA,NA,NA
6961,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,1,NA,NA,15,"0-10m","RELIEF","10cm-1m",8,NA,NA,NA
6962,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,1,NA,NA,15,"0-10m","RELIEF","1m-2m",2,NA,NA,NA
6963,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,1,NA,NA,15,"10-20m","RELIEF","10cm-1m",9,NA,NA,NA
6964,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,1,NA,NA,15,"10-20m","RELIEF","1m-2m",1,NA,NA,NA
6965,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,1,NA,NA,15,"20-30m","RELIEF","10cm-1m",9,NA,NA,NA
6966,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,1,NA,NA,15,"20-30m","RELIEF","1m-2m",1,NA,NA,NA
6967,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,1,NA,NA,15,"0-10m","COVER","LEAFYRED",7,NA,NA,NA
6968,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,1,NA,NA,15,"0-10m","COVER","CRUCOR",2,NA,NA,NA
6969,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,1,NA,NA,15,"0-10m","COVER","BROWNUN",1,NA,NA,NA
6970,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,1,NA,NA,15,"10-20m","COVER","LEAFYRED",6,NA,NA,NA
6971,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,1,NA,NA,15,"10-20m","COVER","CRUCOR",3,NA,NA,NA
6972,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,1,NA,NA,15,"10-20m","COVER","NEREO_HF",1,NA,NA,NA
6973,2021,7,30,"Neah Bay","Kelly Andrews","Nick Tolimieri",NA,5,1,NA,NA,15,"20-30m","COVER","LEAFYRED",7,NA,NA,NA
